Geo Point,rd_seg_id,marker_id,bay_id,meter_id,rd_seg_dsc,last_edit
"-37.80899123822489, 144.9758847492376",20895.0,,8414,,Gisborne Street between Albert Street and Victoria Parade,20201223122253.0
"-37.80101393408647, 144.94948217719238",21074.0,,3190,,Arden Street between Errol Street and Curzon Street,20201223122244.0
"-37.81392044808011, 144.95660263601349",20013.0,C3162,22850,,Lonsdale Street between William Street and King Street,20210217105904.0
"-37.78195597069246, 144.9527541607761",,,16393,,,20201208141600.0
"-37.80964815605137, 144.97721845268816",20891.0,12272N,21373,,Albert Street between Morrison Place and Lansdowne Street,20210302110504.0
"-37.81134246160043, 144.9493741502271",21494.0,,10174,,Batman Street between Adderley Street and Spencer Street,20201208140857.0
"-37.81098495659096, 144.9878666117279",21580.0,,14942,,Albert Street between Simpson Street and Powlett Street,20201208141414.0
"-37.809373459476156, 144.9558513386857",,C6878,1779,EA165,,20201223122240.0
"-37.80895818351435, 144.9478914630301",21475.0,,13846,,Stanley Street between Adderley Street and Spencer Street,20201208141254.0
"-37.843230637791216, 144.984299680948",22305.0,,17377,,Pasley Street between Spring Gardens Street and Pasley Street South,20201208141659.0
"-37.827479058777584, 144.9239658270065",22150.0,16022N,3684,,Vegemite Way between Salmon Street and Douglas Street,20201223122245.0
"-37.825100819073256, 144.945716559625",22126.0,,2280,,Lorimer Street between Westgate Freeway and Hartley Street,20201223122242.0
"-37.81043515461553, 144.9783376868209",21850.0,11886E,22171,RE81,Lansdowne Street between Cathedral Place and Albert Street,20201208142210.0
"-37.81999645437501, 144.9435597520434",22913.0,13237S,22078,,Bourke Street between Enterprize Way and Cumberland Street,20201208142205.0
"-37.81815917104792, 144.9564155498953",20190.0,1425W,9567,,King Street between Collins Street and Little Collins Street,20201208140821.0
"-37.81995237338715, 144.94339242254154",22913.0,C13676,22090,,Bourke Street between Enterprize Way and Cumberland Street,20201208142206.0
"-37.80361509757233, 144.95465404783425",20950.0,C7708,11843,,Queensberry Street between Capel Street and Howard Street,20201208141058.0
"-37.77751125282688, 144.95504561280458",22397.0,,6666,,Park Street between West Coburg Tramway and Royal Parade,20201223122249.0
"-37.80729077509429, 144.95489726560172",21392.0,C5610,11981,,Capel Street between William Street and Victoria Street,20201208141107.0
"-37.8044531844642, 144.96490457284165",20506.0,,11622,,Cardigan Street between Queensberry Street and Argyle Place South,20201208141046.0
"-37.83058887239294, 144.98477143185278",22268.0,20269S,22922,,Clowes Street between Anderson Street and Walsh Street,20210305154209.0
"-37.81578857968145, 144.974468360296",22630.0,,18227,,Wellington Parade South between Wellington Crescent and Flinders Street,20201208141757.0
"-37.82105107561679, 144.95163483808204",22899.0,,21910,,Aurora Lane between Collins Street and Wurundjeri Way,20201208142156.0
"-37.81969721206039, 144.94359372203482",22915.0,,20959,,Merchant Street between Bourke Street and Victoria Harbour Promenade,20201208142055.0
"-37.82710650331307, 144.96878276756334",22106.0,,20035,,Wells Street between Grant Street and Miles Street,20201208141948.0
"-37.84788899467735, 144.98072248188328",22311.0,,19730,,Moubray Street between St Kilda Road and Punt Road,20201208141924.0
"-37.80517337384755, 144.94244782283351",21331.0,,18450,,Stawell Street between Miller Street and Victoria Street,20201208141809.0
"-37.80980106537926, 144.97073223666257",20001.0,C2700,9021,,Lonsdale Street between Spring Street and Exhibition Street,20201208140752.0
"-37.80907590667301, 144.97197596150792",21848.0,,8502,,Spring Street between Lonsdale Street and Little Lonsdale Street,20201208140721.0
"-37.80923394088769, 144.95628404093827",,C6996,1823,EA127,,20201223122240.0
"-37.781720469037666, 144.95015521189765",,,16861,,,20201208141627.0
"-37.83498986453188, 144.97511349756124",22470.0,,19438,,St Kilda Road between Bromby Street and Toorak Road,20210302110500.0
"-37.818212829323734, 144.9574310645609",20118.0,"2061S,2059",9107,,Collins Street between William Street and King Street,20201208140757.0
"-37.805078056808554, 144.96178223475331",20462.0,,12838,,Bouverie Street between Victoria Street and Queensberry Street,20201208141158.0
"-37.814205834705646, 144.9559537023702",20013.0,3209S,22841,,Lonsdale Street between William Street and King Street,20210217105904.0
"-37.833956390360775, 144.98153139513474",22227.0,20648N,22524,,Domain Road between Millswyn Street and Park Street,20201223122254.0
"-37.80072343483616, 144.96608499768564",20757.0,,11334,,Grattan Street between Lygon Street and Cardigan Street,20201208141025.0
"-37.825466608575915, 144.97081158175465",22700.0,7883W,20513,,St Kilda Road between Grant Street and Wadey Street,20201208142023.0
"-37.81737438332988, 144.96396410084208",20129.0,1787S,20227,,Flinders Lane between Elizabeth Street and Queen Street,20201208142002.0
"-37.81026000577614, 144.98611332831857",21584.0,,15527,,Powlett Street between Albert Street and Victoria Parade,20201223122254.0
"-37.78980871560602, 144.92897977494874",22959.0,,18332,,Anthony Street between Bellair Street and McCracken Street,20201208141803.0
"-37.82913621470324, 144.969355925928",22103.0,9302N,13747,,Coventry Street between St Kilda Road and Wells Street,20201208141247.0
"-37.802733671687236, 144.95582061623102",21118.0,,23233,,Capel Street between Courtney Street and Bedford Street,20210329125741.0
"-37.79849156655397, 144.9715242989305",20671.0,,10808,,MacArthur Place South between Canning Street and Rathdowne Street,20201208140940.0
"-37.81541751561385, 144.98640424799655",21925.0,,6106,,George Street between Simpson Street and Powlett Street,20201223122249.0
"-37.812744974985414, 144.95317461396567",20030.0,3959S,8830,,La Trobe Street between King Street and Spencer Street,20201208140740.0
"-37.84540641581625, 144.97898605556466",22477.0,,19654,,St Kilda Road between Commercial Road and Moubray Street,20201208141920.0
"-37.80104736798612, 144.94395820869133",21044.0,,6895,,Dryburgh Street between Queensberry Street and Arden Street,20201223122251.0
"-37.8063279639459, 144.95099427772024",21376.0,6205W,15249,,Eades Place between Stanley Street and Roden Street,20201208141433.0
"-37.81211584444685, 144.95388187914935",21507.0,,11417,,King Street between La Trobe Street and Jeffcott Street,20201208141030.0
"-37.783815527390956, 144.95515601024525",,,16420,,,20201208141603.0
"-37.77733556260922, 144.95358876779432",22397.0,,5997,,Park Street between West Coburg Tramway and Royal Parade,20201223122249.0
"-37.833285703217584, 144.98577649646472",22287.0,20298E,16158,,Walsh Street between Acland Street and Clowes Street,20201223122254.0
"-37.8329497475512, 144.97883333495702",22706.0,,20741,,Birdwood Avenue between Dallas Brooks Drive and Domain Road,20201208142041.0
"-37.803316151540905, 144.96525754102709",20751.0,,10428,,Argyle Place South between Lygon Street and Cardigan Street,20201208140912.0
"-37.80857614184535, 144.95900866680697",21634.0,C6654,8678,,Franklin Street between Elizabeth Street and Queen Street,20201208140732.0
"-37.779331636423954, 144.94105468733522",22930.0,,4710,,Carrangall Place between Parkville Avenue and Garrard Street,20201223122246.0
"-37.81325528781218, 144.94995302361536",21504.0,,12691,,Adderley Street between La Trobe Street and Jeffcott Street,20201208141148.0
"-37.84707018387946, 144.9847189868833",22481.0,,4142,,Punt Road between Moubray Street and Commercial Road,20201223122246.0
"-37.83372309700489, 144.98373592934067",22295.0,20013W,22929,,Anderson Street between Domain Road and Acland Street,20210305154209.0
"-37.801615626197886, 144.95138415480073",21096.0,,13277,,Leveson Street between Queensberry Street and Arden Street,20201208141221.0
"-37.8097930264501, 144.98376665531433",21588.0,12056E,5467,,Clarendon Street between Albert Street and Victoria Parade,20201223122248.0
"-37.82662227449234, 144.96892887789375",22106.0,,20044,,Wells Street between Grant Street and Miles Street,20201208141948.0
"-37.799957951077474, 144.96555527317125",20514.0,,22809,,Cardigan Street between Grattan Street and Faraday Street,20210302105855.0
"-37.782533421163436, 144.95721597064738",22388.0,,14713,,The Avenue between Walker Street and Ievers Street,20201208141401.0
"-37.80509638234274, 144.95923152663704",21113.0,4682Ea,10878,,Elizabeth Street between Victoria Street and Queensberry Street,20201208140950.0
"-37.802300412908735, 144.9618213544134",20873.0,,10524,,Pelham Street between Bouverie Street and Leicester Street,20201208140921.0
"-37.788668733530976, 144.94296640002312",22408.0,,5233,,Southgate Street between Flemington Road and Manningham Street,20201223122248.0
"-37.80631861689835, 144.96077623535857",21625.0,,9755,,Victoria Street between Bouverie Street and Elizabeth Street,20201208140832.0
"-37.797059030917765, 144.95687603575033",22595.0,,3615,,Story Street between Royal Parade and Fitzgibbon Street,20201223122245.0
"-37.81770879566296, 144.98786041035444",21959.0,15244E,15177,,Vale Street between Wellington Parade South and Vale Street South,20201223122253.0
"-37.80835414283313, 144.9529678722935",21405.0,,13922,,Walsh Street between Milton Street and King Street,20201208141300.0
"-37.83557115547876, 144.98310760579238",22242.0,,4840,,Leopold Street between Toorak Road and Domain Road,20201223122247.0
"-37.84687199200617, 144.97952084273246",22477.0,,19677,,St Kilda Road between Commercial Road and Moubray Street,20201208141921.0
"-37.80859805451163, 144.9507875427188",21421.0,,11057,,Rosslyn Street between King Street and Spencer Street,20201208141004.0
"-37.82343718994287, 144.98033118813242",22774.0,,4295,,Olympic Boulevard between Punt Road and Batman Avenue,20201223122246.0
"-37.81669405339867, 144.9817148916124",22634.0,15144N,14418,,Wellington Parade South between Jolimont Terrace and Charles Street,20201208141341.0
"-37.81099971335867, 144.98800161424356",21580.0,,14940,,Albert Street between Simpson Street and Powlett Street,20201208141414.0
"-37.83021276941195, 144.96608302057874",22117.0,9441S,18998,SDST64,Coventry Street between Dodds Street and Sturt Street,20210302110458.0
"-37.803338664106136, 144.94844967764573",,,12273,,,20201208141123.0
"-37.80194601889209, 144.951325057677",21096.0,,13287,,Leveson Street between Queensberry Street and Arden Street,20201208141222.0
"-37.81063979146829, 144.96785828557975",20003.0,C2858,8528,,Lonsdale Street between Exhibition Street and Russell Street,20201208140723.0
"-37.809863926749095, 144.97222706700254",20206.0,79W,15776,,Spring Street between Little Bourke Street and Lonsdale Street,20201208141511.0
"-37.7911642897715, 144.9227198935053",22798.0,,4622,,Stockmans Way between Watkins Way and Colonial Place,20201223122246.0
"-37.83387915484577, 144.98093323950457",22227.0,20630N,22515,,Domain Road between Millswyn Street and Park Street,20201223122254.0
"-37.83718457008123, 144.98277245590177",22242.0,,7270,,Leopold Street between Toorak Road and Domain Road,20201223122251.0
"-37.807527957337676, 144.9437485200848",21452.0,,3362,,Abbotsford Street between Adderley Street and Ireland Street,20201223122245.0
"-37.80083636727279, 144.94785584188892",21061.0,,5741,,Arden Street between Curzon Street and Abbotsford Street,20201223122248.0
"-37.79576269343577, 144.92497105822767",21749.0,,3700,,Kensington Road between Derby Street and Altona Street,20201223122245.0
"-37.807947254455655, 144.97222620022004",21596.0,,14331,,Victoria Parade between Nicholson Street and Spring Street,20201208141332.0
"-37.79891154641131, 144.96733431472254",20532.0,,11361,,Lygon Street between Grattan Street and Faraday Street,20201208141026.0
"-37.79785569659681, 144.94142408010572",21329.0,,7812,,MacAulay Road between Haines Street and Fogarty Street,20201208140635.0
"-37.802456387961605, 144.90978926796427",21685.0,,8162,,Sims Street between Dynon Road and Footscray Road,20201223122252.0
"-37.802864490052364, 144.94874523776403",20999.0,,2952,,Queensberry Street between Errol Street and Curzon Street,20201223122244.0
"-37.829928504023854, 144.9742750290582",22198.0,,14321,,Birdwood Avenue between Dallas Brooks Drive and Anzac Avenue,20201208141331.0
"-37.828460226295626, 144.96641123776917",22108.0,9509S,14251,,Miles Street between Dodds Street and Sturt Street,20201208141327.0
"-37.80883228596906, 144.95354270137705",21411.0,7086N,13537,,Dudley Street between Milton Street and King Street,20201208141235.0
"-37.81065461650319, 144.95039708346357",21486.0,,17845,,Spencer Street between Batman Street and Dudley Street,20201208141731.0
"-37.823617200848226, 144.93449998661836",22136.0,,18044,,Ingles Street between Turner Street and Lorimer Street,20201208141745.0
"-37.804121271532736, 144.9662650807068",20524.0,,11771,,Lygon Street between Queensberry Street and Argyle Place South,20201208141054.0
"-37.7785700123639, 144.9401489123599",22936.0,,8185,,Kirrip Crescent from Cade Way,20201223122252.0
"-37.782685096966624, 144.94170789732735",22403.0,,3465,,Oak Street between Poplar Road and Manningham Street,20201223122245.0
"-37.815667833732164, 144.9372171229957",23277.0,13835S,23415,LVS1,Leven Avenue between Pearl River Road and Wattle Road,20210413090427.0
"-37.805798363647384, 144.9456835131119",21348.0,,23532,,Miller Street between Curzon Street and Abbotsford Street,20210616094126.0
"-37.79974891691003, 144.94460138102679",21160.0,,5537,,O'Shanassy Street between Lothian Street and Dryburgh Street,20201223122248.0
"-37.79679496067863, 144.94926786501048",21254.0,,7517,,Chapman Street between Harker Street and Abbotsford Street,20201223122251.0
"-37.813084157529204, 144.98298084118318",21902.0,12023W,7932,IAW4,Clarendon Street between Hotham Street and Gipps Street,20201223122252.0
"-37.81849919768902, 144.95585705813727",20120.0,2082N,20242,,Collins Street between King Street and Spencer Street,20201208142002.0
"-37.80259574858863, 144.96449648296044",20806.0,,9721,,Pelham Street between Cardigan Street and Swanston Street,20201208140830.0
"-37.817398619964024, 144.98801836596525",21958.0,15245S,15182,,Wellington Parade South between Punt Road and Vale Street,20201223122253.0
"-37.80715159699521, 144.96660022578698",21603.0,,9828,,Victoria Street between Drummond Street and Lygon Street,20201208140835.0
"-37.79894720823516, 144.944768927877",23381.0,,18497,,Plane Tree Way between Dryburgh Street and Abbotsford Street,20201208141812.0
"-37.807553318033165, 144.96683623583453",21609.0,,9326,,MacKenzie Street between Victoria Street and Russell Street,20201208140809.0
"-37.77730484531492, 144.94000612190735",22932.0,,7833,,Cade Way between Garrard Street and Garrard Street,20201223122252.0
"-37.80318601222835, 144.9650074469971",20508.0,,11526,,Cardigan Street between Argyle Place South and Pelham Street,20201208141041.0
"-37.815956477543075, 144.98055159647004",21963.0,12543S,23976,,Wellington Parade between Clarendon Street and Jolimont Road,20210531120655.0
"-37.81005605454092, 144.97965950093354",20893.0,12347S,9898,,Albert Street between Lansdowne Street and Eades Street,20210302110451.0
"-37.81453906233757, 144.9399225900806",22855.0,,23393,,Doepel Way between Docklands Drive and Newquay Promenade,20210412110301.0
"-37.811472960111665, 144.94891267498033",21494.0,,10187,,Batman Street between Adderley Street and Spencer Street,20201208140857.0
"-37.81273849547792, 144.94008492178125",23226.0,13838N,22744,,Little Docklands Drive between Footscray Road and Waterfront Way,20210208154140.0
"-37.8209482057084, 144.9687561799517",22087.0,,15821,,St Kilda Road between Yarra River and Southbank Boulevard,20201223122254.0
"-37.80464814966033, 144.94547248691248",21007.0,,7862,,Victoria Street between Curzon Street and Abbotsford Street,20201223122252.0
"-37.797370398161114, 144.94480979001023",21210.0,,7520,,Wood Street between Abbotsford Street and Dryburgh Street,20201223122251.0
"-37.781855738707144, 144.95031706024818",,,16949,,,20201208141632.0
"-37.80698315525867, 144.96876333614208",20554.0,,23525,,Rathdowne Street between Victoria Street and Queensberry Street,20210413090428.0
"-37.80228784749614, 144.95265636279007",21098.0,,2862,,Chetwynd Street between Queensberry Street and Courtney Street,20201223122242.0
"-37.80719050450295, 144.96696995439297",21603.0,,9831,,Victoria Street between Drummond Street and Lygon Street,20201208140836.0
"-37.803460058831725, 144.9532711608429",20973.0,,4311,,Queensberry Street between Howard Street and Chetwynd Street,20201223122246.0
"-37.799084247429434, 144.9281112976992",21733.0,,17653,,Tennyson Street between Derby Street and Altona Street,20201208141716.0
"-37.783412052718596, 144.95465942352044",,,16413,,,20201208141602.0
"-37.79667860556776, 144.95164136799406",22312.0,,13470,,Flemington Road between Murphy Street and Harker Street,20201208141231.0
"-37.83663294424357, 144.98081958119658",22252.0,,18118,,Mason Street between Park Street and Randall Place,20201208141751.0
"-37.837223496051024, 144.9827094781035",22242.0,,5267,,Leopold Street between Toorak Road and Domain Road,20201223122248.0
"-37.82115290426712, 144.943092336876",23311.0,13081S,20849,,Collins Street between Merchant Street and Bourke Street,20210302110502.0
"-37.796612881705855, 144.97438617299292",22602.0,,1006,,Palmerston Street between Nicholson Street and Station Street,20201223122240.0
"-37.817503310640596, 144.9647551254925",20162.0,898E,17120,,Elizabeth Street between Flinders Street and Flinders Lane,20201208141641.0
"-37.810504609498736, 144.9753383663037",21853.0,11745W,14190,,Intersection of Gisborne Street and Cathedral Place,20201208141324.0
"-37.799122771442846, 144.92426921255213",21741.0,,3719,,Childers Street between Ormond Street and Kensington Road,20201223122245.0
"-37.806455308435844, 144.9644320996997",20504.0,,10338,,Cardigan Street between Victoria Street and Queensberry Street,20201208140907.0
"-37.79246498170131, 144.96944734933015",20642.0,,2461,,Princes Street between Drummond Street and Lygon Street,20201223122242.0
"-37.81938983020447, 144.94361466024833",22915.0,13624E,20967,MHE2,Merchant Street between Bourke Street and Victoria Harbour Promenade,20201208142055.0
"-37.80731497890924, 144.95450472163344",21385.0,5472E,12369,,William Street between Capel Street and Rosslyn Street,20201208141127.0
"-37.8248365165407, 144.97210488224815",22089.0,,22435,,Linlithgow Avenue between St Kilda Road and Government House Drive,20201218134554.0
"-37.795005066596495, 144.97134116110468",20573.0,,11454,,Kay Street between Canning Street and Rathdowne Street,20201208141036.0
"-37.78666255047831, 144.94526398274405",,,4395,,,20201223122246.0
"-37.82320744229251, 144.92127127222815",22159.0,,4367,,Salmon Street between Turner Street and Lorimer Street,20201223122246.0
"-37.795904813846796, 144.96697226732584",20497.0,,850,,Palmerston Street between Lygon Street and Keppel Street,20201223122239.0
"-37.8263170330406, 144.966391415637",22877.0,8451W,20116,,Intersection of Sturt Street and Grant Street,20201208141952.0
"-37.8049577059376, 144.9659128163436",22499.0,,10464,,Queensberry Street between Lygon Street and Cardigan Street,20201208140915.0
"-37.81447876807474, 144.9886589444979",21910.0,,3143,,Hotham Street between Hoddle Street and Simpson Street,20201223122244.0
"-37.8243584844626, 144.97745595554838",22492.0,,18572,,Alexandra Avenue between Swan Street Bridge and Anderson Street,20201208141817.0
"-37.80452245167129, 144.95731618223573",20939.0,5271W,23702,,Cobden Street between Princess Street and Queensberry Street,20210616094127.0
"-37.825497872030006, 144.90485054863268",22168.0,,5926,,Lorimer Street between West Gate Bridge and Todd Road,20201223122249.0
"-37.79741761527184, 144.9479327935734",21192.0,,4908,,Molesworth Street between Harker Street and Abbotsford Street,20201223122247.0
"-37.825470448344504, 144.96816636677644",22081.0,8304E,17234,,Dodds Street between Southbank Boulevard and Grant Street,20201208141649.0
"-37.812142446818974, 144.94868677151874",21503.0,,12628,,Adderley Street between Jeffcott Street and Batman Street,20201208141145.0
"-37.80277312101853, 144.96044240481848",20458.0,,10598,,Leicester Street between Queensberry Street and Pelham Street,20201208140927.0
"-37.81504588171125, 144.9840207781212",21931.0,,5036,,George Street between Powlett Street and Clarendon Street,20201223122247.0
"-37.81177055582158, 144.98415022856943",21864.0,,18462,,Grey Street between Powlett Street and Clarendon Street,20201208141810.0
"-37.8109109271896, 144.98719164649273",21580.0,,14952,,Albert Street between Simpson Street and Powlett Street,20201208141415.0
"-37.826507172767315, 144.9710855141453",22702.0,7861W,20671,,St Kilda Road between Wadey Street and Anzac Avenue,20201208142036.0
"-37.80327027638721, 144.95157206255976",20974.0,,5875,,Queensberry Street between Chetwynd Street and Leveson Street,20201223122249.0
"-37.80497906712497, 144.95090601429246",20980.0,6288E,11890,,Leveson Street between Victoria Street and Queensberry Street,20201208141101.0
"-37.80804140818632, 144.95471267419873",21393.0,C5442,12252,,Intersection of William Street and Capel Street,20201208141121.0
"-37.80846873369794, 144.97172690886222",21848.0,C158,23164,,Spring Street between Lonsdale Street and Little Lonsdale Street,20210413090424.0
"-37.80897236192938, 144.9478679598569",21475.0,,13815,,Stanley Street between Adderley Street and Spencer Street,20201208141252.0
"-37.80348261622892, 144.96785075629774",20544.0,,2000,,Drummond Street between Queensberry Street and Pelham Street,20201208135926.0
"-37.804056099733856, 144.967988060629",20544.0,,1876,,Drummond Street between Queensberry Street and Pelham Street,20201223122240.0
"-37.795080009362884, 144.97287856443796",20573.0,,11503,,Kay Street between Canning Street and Rathdowne Street,20201208141039.0
"-37.803680041466144, 144.95101785671704",20980.0,C6406,11915,,Leveson Street between Victoria Street and Queensberry Street,20201208141104.0
"-37.79398613811973, 144.97221281528587",22788.0,,2116,,Neill Street between Rathdowne Street and Canning Street,20201223122242.0
"-37.843427876539145, 144.97826654401567",22476.0,,19492,,St Kilda Road between Armadale Street and Commercial Road,20201208141911.0
"-37.795649192700715, 144.9521535342001",,,13171,,,20201208141215.0
"-37.82127821743211, 144.92684855917722",22144.0,,5872,,Hall Street between Lorimer Street and Turner Street,20201223122249.0
"-37.79663717869677, 144.92320642619805",21844.0,,7639,,Kensington Road between Altona Street and Mercantile Parade,20201223122251.0
"-37.79527484728903, 144.9746126245212",20621.0,,2400,,Kay Street between Nicholson Street and Station Street,20201223122242.0
"-37.82492903535006, 144.90585748090106",22168.0,,7545,,Lorimer Street between West Gate Bridge and Todd Road,20201223122251.0
"-37.80098559119493, 144.9508248269575",21085.0,,5455,,Arden Street between Leveson Street and Errol Street,20201223122248.0
"-37.81584293570443, 144.94542414750902",22452.0,13346E,23329,HRE44,Harbour Esplanade between Bourke Street and La Trobe Street,20210413090426.0
"-37.83691987728514, 144.98076215201706",22252.0,,18115,,Mason Street between Park Street and Randall Place,20201208141751.0
"-37.80916749664421, 144.95567970010177",,C6850,1831,EA208,,20201223122240.0
"-37.79733419741067, 144.9191430926323",21842.0,,7805,,Hobsons Road between Kensington Road and Stock Bridge,20201223122252.0
"-37.804430031414135, 144.9574467316914",20939.0,5292E,23707,,Cobden Street between Princess Street and Queensberry Street,20210517135824.0
"-37.80386306428798, 144.95772615947524",20923.0,7666N,20614,,Queensberry Street between Elizabeth Street and O'Connell Street,20201208142032.0
"-37.80809087358556, 144.96068120716347",21633.0,C6566,15591,,Franklin Street between Swanston Street and Elizabeth Street,20201208141453.0
"-37.79725223396041, 144.96602086968107",20516.0,,1226,,Cardigan Street between Faraday Street and Elgin Street,20201223122240.0
"-37.80748800072498, 144.9584750200662",21629.0,C7040,17161,,Therry Street between Elizabeth Street and Queen Street,20201208141643.0
"-37.815111147368405, 144.98459698411835",21931.0,,7013,,George Street between Powlett Street and Clarendon Street,20201223122251.0
"-37.809432750372544, 144.97379401284414",20889.0,12215S,5927,VS1,Albert Street between Nicholson Street and Gisborne Street,20201223122249.0
"-37.79415649177853, 144.97119422054658",20639.0,,1239,,Rathdowne Street between Neill Street and Princes Street,20201223122240.0
"-37.81752919427691, 144.95577029596456",20105.0,2287S,10019,,Little Collins Street between King Street and Spencer Street,20201208140846.0
"-37.77657669217059, 144.94726275025727",22398.0,,6808,,Park Street between Oak Street and West Coburg Tramway,20201223122251.0
"-37.808669950636386, 144.97070673855822",20034.0,3316N,8971,,Little Lonsdale Street between Spring Street and Exhibition Street,20201208140749.0
"-37.80140064858681, 144.94710898598296",21063.0,,7696,,Baillie Street between Curzon Street and Abbotsford Street,20201223122251.0
"-37.830850845024315, 144.984429888809",22281.0,20068E,16275,,Anderson Street between Fairlie Court and Clowes Street,20201223122254.0
"-37.796097176570065, 144.95551056262386",22336.0,,4056,,Benjamin Street between Story Street and Morrah Street,20201223122246.0
"-37.802942988004055, 144.9540461631232",21105.0,,4087,,Howard Street between Queensberry Street and Courtney Street,20201223122246.0
"-37.786262871542185, 144.95251264980305",,,16531,,,20201208141610.0
"-37.81202072938754, 144.9485482766302",21503.0,,12621,,Adderley Street between Jeffcott Street and Batman Street,20201208141145.0
"-37.79534003776514, 144.9306864672849",21699.0,,4714,,Bellair Street between MacAulay Road and Wolseley Parade,20201223122246.0
"-37.825286683342746, 144.96810093716437",22081.0,8311W,17230,,Dodds Street between Southbank Boulevard and Grant Street,20201208141649.0
"-37.80267870060119, 144.94707927954374",21015.0,,4869,,Queensberry Street between Curzon Street and Abbotsford Street,20201223122247.0
"-37.811063606332475, 144.97823392899417",22491.0,,22627,,Intersection of Lansdowne Street and Cathedral Place,20201221131340.0
"-37.845426184945396, 144.97916829665033",22477.0,,19631,,St Kilda Road between Commercial Road and Moubray Street,20201208141919.0
"-37.80744799320715, 144.95443689214545",21385.0,C5458,12334,,William Street between Capel Street and Rosslyn Street,20201208141126.0
"-37.82931242243711, 144.98663800633835",22275.0,,5119,,Intersection of Alexandra Avenue and Walsh Street,20201223122247.0
"-37.79682672453211, 144.95490477069077",22592.0,,23928,,Story Street between Park Drive and Benjamin Street,20210623144521.0
"-37.79561160336298, 144.93990240553123",21322.0,,17896,,Canning Street between Vaughan Terrace and Macaulay Road,20201208141733.0
"-37.80593067732743, 144.96000476563754",20453.0,,10621,,Leicester Street between Victoria Street and Berkeley Street,20201208140929.0
"-37.79365166789167, 144.97297472261158",22788.0,,1616,,Neill Street between Rathdowne Street and Canning Street,20201223122240.0
"-37.812470802710834, 144.9594171572707",20176.0,1211W,20340,,Queen Street between Lonsdale Street and Little Lonsdale Street,20201208142011.0
"-37.80476878104434, 144.95082579795417",20980.0,C6300,11948,,Leveson Street between Victoria Street and Queensberry Street,20201208141106.0
"-37.803074411547634, 144.96887120330817",21556.0,,10311,,Pelham Street between Rathdowne Street and Drummond Street,20201208140904.0
"-37.81404972733198, 144.96865816378573",20148.0,,9350,,Russell Street between Collins Street and Little Collins Street,20201208140810.0
"-37.800513538274885, 144.95394153051126",21124.0,,13016,,Wreckyn Street between Flemington Road and Courtney Street,20201208141207.0
"-37.79899938205558, 144.94607960133797",21167.0,,21658,,Abbotsford Street between O'Shanassy Street and Haines Street,20201208142138.0
"-37.81896570156431, 144.95678662214573",20189.0,1411W,22738,,King Street between Flinders Lane and Collins Street,20210208154140.0
"-37.791248549225166, 144.94415105863655",22425.0,,13443,,Flemington Road between Melrose Street and Dryburgh Street,20201208141230.0
"-37.781668219773195, 144.9499510615694",30702.0,,16842,,Upfield Railway,20201208141626.0
"-37.82113915985979, 144.97442695209116",22188.0,,22300,,Boathouse Drive between St Kilda Road and Alexandra Avenue,20201218134548.0
"-37.79902925730384, 144.9745770398759",21364.0,,1431,,Nicholson Street between Faraday Street and Barkly Street,20201223122240.0
"-37.80082930683531, 144.9477915226676",21061.0,,4522,,Arden Street between Curzon Street and Abbotsford Street,20201223122246.0
"-37.82279674178689, 144.933750244422",22136.0,,18070,,Ingles Street between Turner Street and Lorimer Street,20201208141747.0
"-37.818802048995714, 144.95696186410316",20189.0,1414E,9503,567A,King Street between Flinders Lane and Collins Street,20201208140818.0
"-37.80765377744471, 144.95003355922003",21429.0,,12577,,Stanley Street between King Street and Spencer Street,20201208141141.0
"-37.81098440228195, 144.97058008433956",20049.0,2515S,15284,,Little Bourke Street between Spring Street and Exhibition Street,20201208141434.0
"-37.79638099426097, 144.96713007776987",20501.0,,971,,Keppel Street between Lygon Street and Palmerston Street,20201208135825.0
"-37.79742016486025, 144.9708141602936",20654.0,,712,,Elgin Street between Canning Street and Rathdowne Street,20201223122239.0
"-37.82813494465264, 144.96859217153704",22106.0,,20079,,Wells Street between Grant Street and Miles Street,20201208141950.0
"-37.823905954480715, 144.9076691815315",22168.0,,5421,,Lorimer Street between West Gate Bridge and Todd Road,20201223122248.0
"-37.82890773351574, 144.97401869476255",22198.0,,21495,,Birdwood Avenue between Dallas Brooks Drive and Anzac Avenue,20210302110504.0
"-37.802696619314546, 144.95409015669674",21105.0,,4775,,Howard Street between Queensberry Street and Courtney Street,20201223122246.0
"-37.81308034534521, 144.98967038095745",21875.0,,5061,,Darling Street between Grey Street and Gipps Street,20201223122247.0
"-37.830352243072284, 144.91181690746953",22165.0,,2791,,Todd Road between Cook Street and Wharf Road,20201223122242.0
"-37.792879078389504, 144.97324777110524",20634.0,,1987,,Princes Street between Canning Street and Rathdowne Street,20201223122240.0
"-37.7930062634866, 144.91899871703714",21811.0,,5826,,Cakebread Mews between Stockmans Way and Gatehouse Drive,20201223122249.0
"-37.81624963284644, 144.95650491217205",20088.0,,15904,,Bourke Street between William Street and King Street,20201208141523.0
"-37.79866336181859, 144.9212068395322",21741.0,,3850,,Childers Street between Ormond Street and Kensington Road,20201223122246.0
"-37.8129944669333, 144.94965624163893",21504.0,,12677,,Adderley Street between La Trobe Street and Jeffcott Street,20201208141148.0
