Geo Point,rd_seg_id,marker_id,bay_id,meter_id,rd_seg_dsc,last_edit
"-37.799389773984686, 144.9663811333004",20758.0,,557,,Dorrit Street between Grattan Street and Faraday Street,20201223122239.0
"-37.79940643318185, 144.9740198225475",20616.0,,40,,Faraday Street between Nicholson Street and Canning Street,20201223122239.0
"-37.817687576202694, 144.97993710609046",21983.0,15085W,15409,,Agnes Street between Jolimont Street and Palmer Street,20201223122253.0
"-37.793789449631426, 144.97313695071824",22788.0,,1357,,Neill Street between Rathdowne Street and Canning Street,20201223122240.0
"-37.796187778376655, 144.93515752040148",22520.0,,5004,,Bent Street between Chelmsford Street and Hardiman Street,20201223122247.0
"-37.82022061078889, 144.97359268130603",22188.0,,22329,,Boathouse Drive between St Kilda Road and Alexandra Avenue,20201218134549.0
"-37.808028109767996, 144.95409827083154",21400.0,C7114,56,,Walsh Street between Milton Street and William Street,20201223122239.0
"-37.80512781052014, 144.95007340825092",20983.0,7602N,13,,Victoria Street between Leveson Street and Errol Street,20201223122239.0
"-37.799617195155115, 144.9720080337299",20677.0,,616,,Barkly Street between Canning Street and Rathdowne Street,20201223122239.0
"-37.80544921242327, 144.94923208343897",22834.0,7335W,100,,King Street between Roden Street and Victoria Street,20201223122239.0
"-37.801073506634566, 144.97355116081985",20683.0,,255,,Carlton Street between Nicholson Street and Canning Street,20201223122239.0
"-37.823446618420896, 144.98039823607255",22774.0,,3491,,Olympic Boulevard between Punt Road and Batman Avenue,20201223122245.0
"-37.8014047575477, 144.96218926892328",20468.0,,11722,,Bouverie Street between Lincoln Square North and Grattan Street,20201208141052.0
"-37.8153693847909, 144.96180938131573",20381.0,,23196,,McKillop Street between Bourke Street and Little Collins Street,20210413090424.0
"-37.80449787253858, 144.94927328758658",20992.0,,10994,,Errol Street between Victoria Street and Queensberry Street,20201208140959.0
"-37.805669518916815, 144.96155974917588",20462.0,,12850,,Bouverie Street between Victoria Street and Queensberry Street,20201208141159.0
"-37.79361816054558, 144.95767649106736",22360.0,,4499,,Degraves Street between Royal Parade and Fitzgibbon Street,20201223122246.0
"-37.810605645338306, 144.9846224777876",21587.0,,23821,,Albert Street between Powlett Street and Clarendon Street,20210517135824.0
"-37.79376255967058, 144.9303146251135",22965.0,,18897,,Bellair Street between Macaulay Road and Wight Street,20201208141835.0
"-37.799437642217896, 144.97431153081067",20616.0,,546,,Faraday Street between Nicholson Street and Canning Street,20201223122239.0
"-37.80237095575242, 144.96803899810385",20546.0,,141,,Drummond Street between Pelham Street and Grattan Street,20201223122239.0
"-37.81061753533517, 144.95195614323805",21516.0,C8044,17808,,Batman Street between Spencer Street and King Street,20201208141725.0
"-37.7958233894255, 144.97420182578443",20595.0,,63,,Station Street between Palmerston Street and Kay Street,20201223122239.0
"-37.79884732109254, 144.96653447436702",20758.0,,475,,Dorrit Street between Grattan Street and Faraday Street,20201223122239.0
"-37.834863367472494, 144.97554923663506",22199.0,,23807,,Bromby Street between Arnold Street and St Kilda Road,20210616094128.0
"-37.804378174827995, 144.95771207902064",20928.0,5100E,505,,O'Connell Street between Victoria Street and Queensberry Street,20201223122239.0
"-37.80341045725058, 144.94390841642718",21025.0,10337W,1863,,Little Dryburgh Street South from Lothian Street,20201223122240.0
"-37.82800356844537, 144.98316541784448",22492.0,,18847,,Alexandra Avenue between Swan Street Bridge and Anderson Street,20201208141831.0
"-37.82178043087709, 144.9548268672495",22445.0,,14008,,Siddeley Street between Spencer Street and Wurundjeri Way,20201208141304.0
"-37.798198780586816, 144.94179971993807",21329.0,,5795,,MacAulay Road between Haines Street and Fogarty Street,20201208140429.0
"-37.79801888316313, 144.9702950736995",20563.0,,572,,Rathdowne Street between Faraday Street and Elgin Street,20201223122239.0
"-37.796076307911164, 144.96854663601587",20685.0,,406,,Palmerston Street between Drummond Street and Lygon Street,20201223122239.0
"-37.809455028687346, 144.96206601934807",21644.0,6260N,91,,Little La Trobe Street between Swanston Street and Elizabeth Street,20201223122239.0
"-37.800899501114856, 144.97188268319022",20682.0,,260,,Carlton Street between Canning Street and Rathdowne Street,20201223122239.0
"-37.805833264199, 144.95041895865847",21373.0,C6204,64,,Roden Street between King Street and Eades Place,20201223122239.0
"-37.80435971466901, 144.95951007074012",20456.0,,10611,,Berkeley Street between Leicester Street and Queensberry Street,20201208140928.0
"-37.785056312213385, 144.95418540472315",,,16617,,,20201208141614.0
"-37.83961013868076, 144.98522629652223",22301.0,,4213,,Park Place from Punt Road,20201223122246.0
"-37.80289334407512, 144.9540550792968",21105.0,,6343,,Howard Street between Queensberry Street and Courtney Street,20201223122249.0
"-37.79881335927723, 144.92220652678375",21741.0,,7374,,Childers Street between Ormond Street and Kensington Road,20201223122251.0
"-37.824524113518045, 144.96845225163477",22081.0,8340E,17239,,Dodds Street between Southbank Boulevard and Grant Street,20201208141650.0
"-37.80534760190569, 144.94515434547515",21341.0,,5588,,Abbotsford Street between Miller Street and Victoria Street,20201223122248.0
"-37.80122429628681, 144.9738962748685",20683.0,,401,,Carlton Street between Nicholson Street and Canning Street,20201223122239.0
"-37.80622134903108, 144.96761583173574",20542.0,,167,,Drummond Street between Victoria Street and Queensberry Street,20201223122239.0
"-37.80956615781547, 144.98112341390774",20897.0,12096E,23580,,Eades Street between Victoria Parade and Albert Street,20210426122440.0
"-37.795890515981064, 144.95540852202106",22336.0,,6859,,Benjamin Street between Story Street and Morrah Street,20201223122251.0
"-37.833388436602114, 144.9857553556569",22287.0,20294E,16160,,Walsh Street between Acland Street and Clowes Street,20201223122254.0
"-37.81673388977026, 144.9613731914936",20172.0,,15043,,Queen Street between Collins Street and Little Collins Street,20201208141420.0
"-37.832503423142434, 144.97806733252727",22706.0,,20755,,Birdwood Avenue between Dallas Brooks Drive and Domain Road,20201208142042.0
"-37.803597796669074, 144.9649357422451",20506.0,,11525,,Cardigan Street between Queensberry Street and Argyle Place South,20201208141041.0
"-37.803316811803896, 144.95198292138647",20974.0,,6609,,Queensberry Street between Chetwynd Street and Leveson Street,20201223122249.0
"-37.80238737624468, 144.94276877131512",21039.0,7793S,108,,Queensberry Street between Stawell Street and Munster Terrace,20201223122239.0
"-37.80211723635009, 144.94205641074691",21042.0,7798N,331,,Queensberry Street between Munster Terrace and Laurens Street,20201223122239.0
"-37.79657935990356, 144.9250461733321",21739.0,,3052,,Altona Street between Ormond Street and Kensington Road,20201223122244.0
"-37.82953739526607, 144.98458289531789",22716.0,20155W,16249,,Anderson Street between Clowes Street and St Leonards Court,20201223122254.0
"-37.801115858840696, 144.97285490249627",20683.0,,511,,Carlton Street between Nicholson Street and Canning Street,20201223122239.0
"-37.79489081481902, 144.955907670249",22348.0,,7941,,Wimble Street between Morrah Street and Park Drive,20201223122252.0
"-37.8165394093682, 144.98028594079008",21989.0,15186N,14397,,Wellington Parade South between Charles Street and Agnes Street,20201208141340.0
"-37.79638046529618, 144.97410531772758",20595.0,,48,,Station Street between Palmerston Street and Kay Street,20201223122239.0
"-37.80561947218059, 144.96771965314764",20542.0,,116,,Drummond Street between Victoria Street and Queensberry Street,20201223122239.0
"-37.796431977877646, 144.96755656186198",20536.0,,464,,Lygon Street between Elgin Street and Palmerston Street,20201223122239.0
"-37.81248516605919, 144.9595485354477",20176.0,C1212,20347,,Queen Street between Lonsdale Street and Little Lonsdale Street,20201208142011.0
"-37.80902208801951, 144.95527424383036",22657.0,,7790,,Peel Street between Franklin Street and Dudley Street,20201208140634.0
"-37.81502316699869, 144.9838182870857",21931.0,,2610,,George Street between Powlett Street and Clarendon Street,20201223122242.0
"-37.77664365392506, 144.94781412621504",22398.0,,7046,,Park Street between Oak Street and West Coburg Tramway,20201223122251.0
"-37.812373347780245, 144.94104657190672",23226.0,13864N,22747,,Little Docklands Drive between Footscray Road and Waterfront Way,20210208154140.0
"-37.809951164267126, 144.981059674973",20897.0,12068E,23597,,Eades Street between Victoria Parade and Albert Street,20210426122440.0
"-37.8137042113066, 144.98287414262856",21895.0,11999W,2799,IAW3,Intersection of Clarendon Street and Hotham Street,20201223122242.0
"-37.80999696921492, 144.97912145124258",20893.0,12329S,9890,,Albert Street between Lansdowne Street and Eades Street,20210302110451.0
"-37.84843595322574, 144.98026275931053",22478.0,,18525,,St Kilda Road between Moubray Street and High Street,20201208141814.0
"-37.821377375799344, 144.9876874371257",,,7261,,,20201223122251.0
"-37.80434049640299, 144.95240679639812",20964.0,C6134,19858,,Chetwynd Street between Victoria Street and Queensberry Street,20201208141934.0
"-37.803565538894176, 144.9600113699939",20476.0,C18056,14526,,Barry Street between Leicester Street and Pelham Street,20201208141350.0
"-37.79863115439897, 144.96686688545958",20813.0,,1022,,Faraday Street between Lygon Street and Cardigan Street,20201223122240.0
"-37.8008790451016, 144.97060484253532",20682.0,,515,,Carlton Street between Canning Street and Rathdowne Street,20201223122239.0
"-37.7959586844239, 144.97331156882376",20586.0,,1562,,Intersection of Canning Street and Pitt Street,20201223122240.0
"-37.81016912120829, 144.96575664299056",20038.0,3403S,15616,,Little Lonsdale Street between Russell Street and Swanston Street,20201208141454.0
"-37.80357000977733, 144.96807163674384",20544.0,,136,,Drummond Street between Queensberry Street and Pelham Street,20201223122239.0
"-37.82812884760625, 144.96736372022247",22462.0,,17768,,Dodds Street between Miles Street and Grant Street,20201208141723.0
"-37.82496141941844, 144.9778053818441",22492.0,,18669,,Alexandra Avenue between Swan Street Bridge and Anderson Street,20201208141823.0
"-37.80361949173343, 144.94221881855995",21041.0,,4733,,Munster Terrace between Victoria Street and Queensberry Street,20201223122246.0
"-37.807057176600594, 144.94264219376024",21445.0,,7438,,Dryburgh Street between Adderley Street and Ireland Street,20201223122251.0
"-37.8263379478533, 144.96275137437266",22053.0,,21109,,Balston Street between Kavanagh Street and Southern Link Road,20201208142104.0
"-37.80549984894863, 144.95725748327231",20931.0,,23660,,Cobden Street between Victoria Street and Princess Street,20210517135824.0
"-37.8160778917524, 144.96948384379832",20146.0,649W,15878,,Russell Street between Flinders Street and Flinders Lane,20201208141521.0
"-37.79845882407046, 144.94716115023775",21168.0,,3809,,Haines Street between Curzon Street and Abbotsford Street,20201223122245.0
"-37.802375614172185, 144.9635536437789",20486.0,,240,,Intersection of Swanston Street and Pelham Street,20201223122239.0
"-37.82265796763392, 144.93521827114736",22131.0,,6849,,Lorimer Street between Boundary Street and Ingles Street,20201223122251.0
"-37.837260797444735, 144.97763437106877",22212.0,,15097,,Toorak Road between Adams Street and Domain Street,20201208141423.0
"-37.795338602860575, 144.955852754601",22348.0,,6584,,Wimble Street between Morrah Street and Park Drive,20201223122249.0
"-37.80023764330089, 144.9629520876442",20847.0,,12945,,Grattan Street between Swanston Street and Bouverie Street,20201208141203.0
"-37.81983560090694, 144.97256315518518",22188.0,,22343,,Boathouse Drive between St Kilda Road and Alexandra Avenue,20201218134549.0
"-37.82300820900906, 144.90973979882975",22168.0,,4607,,Lorimer Street between West Gate Bridge and Todd Road,20201223122246.0
"-37.81315308384072, 144.9592767439254",20011.0,C3002,8617,,Lonsdale Street between Queen Street and William Street,20201208140728.0
"-37.793792519753566, 144.97455445962365",20877.0,,454,,Station Street between Kay Street and Princes Street,20201223122239.0
"-37.79379912753626, 144.91775574987244",21814.0,,6577,,Merino Mews between Francis Lane and Lascelles Square,20201223122249.0
"-37.80113521226238, 144.97304083516568",20683.0,,345,,Carlton Street between Nicholson Street and Canning Street,20201223122239.0
"-37.79526984488344, 144.9738080878263",20619.0,,428,,Kay Street between Station Street and Canning Street,20201223122239.0
"-37.80079715756739, 144.97090720701223",20682.0,,223,,Carlton Street between Canning Street and Rathdowne Street,20201223122239.0
"-37.79751241873942, 144.96597716206938",20516.0,,471,,Cardigan Street between Faraday Street and Elgin Street,20201223122239.0
"-37.80124082333995, 144.96823282479772",20546.0,,182,,Drummond Street between Pelham Street and Grattan Street,20201223122239.0
"-37.82417869725595, 144.97728931322186",22492.0,,18564,,Alexandra Avenue between Swan Street Bridge and Anderson Street,20201208141817.0
"-37.808296379144466, 144.9685070446165",20018.0,3641S,33,FS2A,La Trobe Street between Exhibition Street and Russell Street,20201223122239.0
"-37.80346657978759, 144.95332958668223",20973.0,,3109,,Queensberry Street between Howard Street and Chetwynd Street,20201223122244.0
"-37.80003610014505, 144.97126523308748",20677.0,,20,,Barkly Street between Canning Street and Rathdowne Street,20201223122239.0
"-37.80086800704702, 144.9715809797988",20682.0,,375,,Carlton Street between Canning Street and Rathdowne Street,20201223122239.0
"-37.810004374930934, 144.97918841016704",20893.0,12331S,9891,,Albert Street between Lansdowne Street and Eades Street,20210302110451.0
"-37.81080848249692, 144.9635750870447",20040.0,3435S,79,,Little Lonsdale Street between Swanston Street and Elizabeth Street,20201208135733.0
"-37.80211111182713, 144.96098652556563",20873.0,,18283,,Pelham Street between Bouverie Street and Leicester Street,20201208141800.0
"-37.79475983506324, 144.97451183599813",20877.0,,453,,Station Street between Kay Street and Princes Street,20201223122239.0
"-37.79741940789488, 144.91922091059385",21842.0,,6699,,Hobsons Road between Kensington Road and Stock Bridge,20201223122249.0
"-37.801986388344886, 144.95618009615535",21120.0,,23207,,Bedford Street between Courtney Street and Peel Street,20210329125741.0
"-37.80504430651814, 144.958016602338",20928.0,5068E,335,,O'Connell Street between Victoria Street and Queensberry Street,20201223122239.0
"-37.804195861351396, 144.9607171247363",20868.0,,15582,,Queensberry Street between Bouverie Street and Leicester Street,20201208141451.0
"-37.82828423524735, 144.971083678389",22704.0,7923W,20547,,St Kilda Road between Anzac Avenue and Coventry Street,20201208142025.0
"-37.80325395048511, 144.9597452973022",20476.0,18017W,15469,,Barry Street between Leicester Street and Pelham Street,20201208141446.0
"-37.825281772924, 144.9052338738093",22168.0,,2987,,Lorimer Street between West Gate Bridge and Todd Road,20201223122244.0
"-37.81576269430702, 144.98950420209238",21919.0,,7073,,George Street between Hoddle Street and Simpson Street,20201223122251.0
"-37.810756537976786, 144.9872944130343",21580.0,15520N,14925,,Albert Street between Simpson Street and Powlett Street,20201208141413.0
"-37.80091532445534, 144.96785320058748",21555.0,,271,,Grattan Street between Drummond Street and Lygon Street,20201223122239.0
"-37.800860935743835, 144.97151324069912",20682.0,,519,,Carlton Street between Canning Street and Rathdowne Street,20201223122239.0
"-37.80380538877962, 144.9648995631041",20506.0,,11517,,Cardigan Street between Queensberry Street and Argyle Place South,20201208141041.0
"-37.80087240164597, 144.97054211540123",20682.0,,158,,Carlton Street between Canning Street and Rathdowne Street,20201223122239.0
"-37.781823399719, 144.9520400289896",,,16386,,,20201208141600.0
"-37.802281582957335, 144.95938144947132",20476.0,18043W,14564,,Barry Street between Leicester Street and Pelham Street,20201208141352.0
"-37.799233361559025, 144.97329840638054",20616.0,,483,,Faraday Street between Nicholson Street and Canning Street,20201223122239.0
"-37.79330939223022, 144.97476302612316",20877.0,,452,,Station Street between Kay Street and Princes Street,20201223122239.0
"-37.79680316246476, 144.92833880008587",21727.0,,19161,,Wolseley Parade between Bellair Street and Derby Street,20201208141853.0
"-37.803879508225464, 144.94217150037287",21041.0,,4443,,Munster Terrace between Victoria Street and Queensberry Street,20201223122246.0
"-37.82501659565054, 144.94730215006552",22863.0,,2293,,Cargo Lane from Lorimer Street,20201223122242.0
"-37.80915795024766, 144.9635227784596",21618.0,4609W,101,,Swanston Street between La Trobe Street and Little La Trobe Street,20201223122239.0
"-37.8204776519307, 144.94397536523635",23151.0,,21754,,Merchant Street between Bourke Street and Collins Street,20210302110508.0
"-37.81697149423632, 144.95612090396725",20191.0,1446E,9539,,King Street between Little Collins Street and Bourke Street,20201208140820.0
"-37.828912453499484, 144.9658073680552",22118.0,,6702,,Sturt Street between Miles Street and Coventry Street,20201208140525.0
"-37.83253088744503, 144.98687742807095",22290.0,20440E,16104,,Airlie Street between Clowes Street and The Righi,20201223122254.0
"-37.84506221750337, 144.9795932584121",22308.0,,19335,,Commercial Road between St Kilda Road and Punt Road,20201208141903.0
"-37.79499321646628, 144.95589505989292",22348.0,,5509,,Wimble Street between Morrah Street and Park Drive,20201223122248.0
"-37.80925144023246, 144.96356614168687",21618.0,4605W,52,,Swanston Street between La Trobe Street and Little La Trobe Street,20201208135731.0
"-37.80050450491475, 144.96835850131083",20548.0,,286,,Drummond Street between Grattan Street and Faraday Street,20201223122239.0
"-37.80085390082609, 144.97144585194386",20682.0,,376,,Carlton Street between Canning Street and Rathdowne Street,20201223122239.0
"-37.80224214078079, 144.96129242420935",20873.0,,10512,,Pelham Street between Bouverie Street and Leicester Street,20201208140920.0
"-37.80508962632629, 144.9580374183938",20928.0,5064E,238,,O'Connell Street between Victoria Street and Queensberry Street,20201223122239.0
"-37.8070167956391, 144.9520520763759",21381.0,,4670,,Chetwynd Street between Rosslyn Street and Stanley Street,20201223122246.0
"-37.794363802046554, 144.9745801962923",20877.0,,457,,Station Street between Kay Street and Princes Street,20201223122239.0
"-37.798301377895505, 144.96466710774584",20812.0,12900N,11269,,Faraday Street between Cardigan Street and Swanston Street,20201208141018.0
"-37.80140964178573, 144.9682041884657",20546.0,,379,,Drummond Street between Pelham Street and Grattan Street,20201223122239.0
"-37.79882702954978, 144.9664793130014",20758.0,,1099,,Dorrit Street between Grattan Street and Faraday Street,20201223122240.0
"-37.797926690996675, 144.97375506940853",20597.0,,581,,Elgin Street between Nicholson Street and Canning Street,20201223122239.0
"-37.806805422396565, 144.96751545414688",20542.0,,18,,Drummond Street between Victoria Street and Queensberry Street,20201223122239.0
"-37.80110603505096, 144.9738569288018",20683.0,,403,,Carlton Street between Nicholson Street and Canning Street,20201223122239.0
"-37.799104393083226, 144.9721107353619",20673.0,,297,,Faraday Street between Canning Street and Rathdowne Street,20201223122239.0
"-37.79515757172846, 144.95690507073203",22356.0,,3340,,Fitzgibbon Street between Morrah Street and Bayles Street,20201223122245.0
"-37.83553940310349, 144.97852310190373",22262.0,,7658,,Domain Street between Toorak Road and Bromby Street,20201223122251.0
"-37.8050527238547, 144.96682089057944",22498.0,,10844,,Queensberry Street between Drummond Street and Lygon Street,20201208140942.0
"-37.80360010175866, 144.90949526234579",21685.0,,7555,,Sims Street between Dynon Road and Footscray Road,20201223122251.0
"-37.813148013387455, 144.95894655186717",20011.0,3016N,17116,,Lonsdale Street between Queen Street and William Street,20201208141641.0
"-37.834338206749685, 144.98068244067372",22258.0,,5710,,Millswyn Street between Domain Road and St Martins Lane,20201223122248.0
"-37.80081086035979, 144.94762312568875",21061.0,,7714,,Arden Street between Curzon Street and Abbotsford Street,20201223122252.0
"-37.78894258445626, 144.9571908082742",22436.0,,14847,,The Avenue between Leonard Street and MacArthur Road,20201208141409.0
"-37.79707418423679, 144.94660123118473",22516.0,,21623,,Abbotsford Street between Wood Street and Canning Street,20201208142136.0
"-37.79914831254201, 144.92444140443445",21741.0,,3030,,Childers Street between Ormond Street and Kensington Road,20201223122244.0
"-37.8478489868909, 144.981223541139",22311.0,,19699,,Moubray Street between St Kilda Road and Punt Road,20201208141922.0
"-37.8037993043007, 144.95413120068892",20956.0,,12162,,Howard Street between Victoria Street and Queensberry Street,20201208141117.0
"-37.81791760309881, 144.95605165784926",20433.0,2094N,18432,,Francis Street between King Street and Spencer Street,20201208141809.0
"-37.79614728979585, 144.935253006879",22520.0,,2927,,Bent Street between Chelmsford Street and Hardiman Street,20201223122244.0
"-37.81119314386917, 144.96225578672696",20040.0,,21698,,Little Lonsdale Street between Swanston Street and Elizabeth Street,20201208142140.0
"-37.80353560968652, 144.9619342531435",20464.0,,18421,,Bouverie Street between Queensberry Street and Lincoln Square South,20201208141808.0
"-37.81588994357276, 144.97431433803095",22630.0,,18147,,Wellington Parade South between Wellington Crescent and Flinders Street,20201208141753.0
"-37.8064742100832, 144.96047416811166",21625.0,,9769,,Victoria Street between Bouverie Street and Elizabeth Street,20201208140833.0
"-37.80891416275643, 144.96986564302426",20034.0,3340N,8959,,Little Lonsdale Street between Spring Street and Exhibition Street,20201208140748.0
"-37.836985509585794, 144.98275845834297",22242.0,,4942,,Leopold Street between Toorak Road and Domain Road,20201223122247.0
"-37.811205046808354, 144.9502092093997",21494.0,,21786,,Batman Street between Adderley Street and Spencer Street,20201208142148.0
"-37.829133868229164, 144.90116031996394",22168.0,,4554,,Lorimer Street between West Gate Bridge and Todd Road,20201223122246.0
"-37.819070798877526, 144.98859092236117",21961.0,15304E,15206,,Berry Street between Wellington Parade South and Vale Street South,20201223122253.0
"-37.832949363746124, 144.979018163305",22706.0,,20704,,Birdwood Avenue between Dallas Brooks Drive and Domain Road,20201208142038.0
"-37.81222938760936, 144.94878569570946",21503.0,,12633,,Adderley Street between Jeffcott Street and Batman Street,20201208141145.0
"-37.80151202179443, 144.96818660516269",20546.0,,140,,Drummond Street between Pelham Street and Grattan Street,20201223122239.0
"-37.79882158843578, 144.96776331942965",22507.0,,21248,,Faraday Street between Drummond Street and Lygon Street,20201208142113.0
"-37.79900963775845, 144.9712445350428",20673.0,,295,,Faraday Street between Canning Street and Rathdowne Street,20201223122239.0
"-37.80503714565539, 144.96667514804224",22498.0,,10842,,Queensberry Street between Drummond Street and Lygon Street,20201208140942.0
"-37.80098436593309, 144.95547286533423",21122.0,,12888,,Blackwood Street between Flemington Road and Courtney Street,20201208141200.0
"-37.81679612064163, 144.94563447726424",22452.0,,2273,,Harbour Esplanade between Bourke Street and La Trobe Street,20210623144303.0
"-37.81238084932151, 144.94918436135214",21503.0,,12699,,Adderley Street between Jeffcott Street and Batman Street,20201208141149.0
"-37.79608864246548, 144.96865979866237",20685.0,,17632,,Palmerston Street between Drummond Street and Lygon Street,20201223122254.0
"-37.83182214602854, 144.9773752368122",22706.0,,20771,,Birdwood Avenue between Dallas Brooks Drive and Domain Road,20201208142043.0
"-37.79640993246986, 144.97250782833677",20780.0,,1536,,Palmerston Street between Canning Street and Rathdowne Street,20201223122240.0
"-37.81854013199109, 144.96338508189385",20216.0,1568N,21243,,Flinders Street between Elizabeth Street and Queen Street,20201208142113.0
"-37.8165159055116, 144.94551098561317",22452.0,,2573,,Harbour Esplanade between Bourke Street and La Trobe Street,20210623144303.0
"-37.81453171247134, 144.9827322836664",21932.0,11971W,7930,IAW2,Clarendon Street between George Street and Hotham Street,20201223122252.0
"-37.81026941036843, 144.96912071688422",20003.0,C2776,8547,,Lonsdale Street between Exhibition Street and Russell Street,20201208140725.0
"-37.828852370769695, 144.90138464924763",22168.0,,8125,,Lorimer Street between West Gate Bridge and Todd Road,20201223122252.0
"-37.8241998920238, 144.9241536087696",22147.0,,4137,,Douglas Street between Turner Street and Cook Street,20201223122246.0
"-37.80967014817297, 144.9665359682134",20153.0,,9400,,Russell Street between Little Lonsdale Street and La Trobe Street,20201208140814.0
"-37.80642119566346, 144.9688989053799",20554.0,,23513,,Rathdowne Street between Victoria Street and Queensberry Street,20210412110301.0
"-37.81040234336839, 144.96477299836582",20038.0,3424N,15606,,Little Lonsdale Street between Russell Street and Swanston Street,20201208141454.0
"-37.82265093419665, 144.96766212520004",22083.0,8538E,18400,,Intersection of Sturt Street and Kavanagh Street,20201208141807.0
"-37.79646033848635, 144.95546550462814",22336.0,,5121,,Benjamin Street between Story Street and Morrah Street,20201223122247.0
"-37.836847117062334, 144.9781773173371",22262.0,,7492,,Domain Street between Toorak Road and Bromby Street,20201223122251.0
"-37.8042284984723, 144.96624695547735",20524.0,,11769,,Lygon Street between Queensberry Street and Argyle Place South,20201208141054.0
"-37.809390231337844, 144.97341219763828",20889.0,12203S,8404,VS1A,Albert Street between Nicholson Street and Gisborne Street,20201223122253.0
"-37.820614657223395, 144.95129142889613",22899.0,,21905,,Aurora Lane between Collins Street and Wurundjeri Way,20201208142156.0
"-37.82941570138527, 144.96839713885163",22112.0,,19074,,Coventry Street between Wells Street and Dodds Street,20201208141848.0
"-37.81454135659619, 144.93883527712984",23254.0,,15720,,Docklands Drive between Waterfront Way and Pearl River Road,20201223122254.0
"-37.80045120634391, 144.96362390219278",20847.0,,12952,,Grattan Street between Swanston Street and Bouverie Street,20201208141204.0
"-37.80849092017434, 144.94687503300523",21464.0,,6494,,Roden Street between Adderley Street and Spencer Street,20201223122249.0
"-37.80112302121515, 144.9472844918801",21067.0,,19173,,Little Baillie Street from Baillie Street,20201208141854.0
"-37.80500531062964, 144.9602828901695",20455.0,,15694,,Leicester Street between Berkeley Street and Queensberry Street,20201208141500.0
"-37.82643188905581, 144.96168138850078",22045.0,,14979,,Kavanagh Street between Balston Street and Kings Way,20201208141417.0
"-37.78441829642865, 144.95470109579003",,,16744,,,20201208141621.0
"-37.77648703743117, 144.94652253287998",22398.0,,6501,,Park Street between Oak Street and West Coburg Tramway,20201223122249.0
"-37.81204285285553, 144.96274374175917",20007.0,,8851,,Lonsdale Street between Swanston Street and Elizabeth Street,20201208140741.0
"-37.82115000601361, 144.98802171160514",,,4878,,,20201223122247.0
"-37.80504991600415, 144.9522809284448",20964.0,C6084,19881,,Chetwynd Street between Victoria Street and Queensberry Street,20201208141936.0
"-37.81750223630363, 144.96183361511314",20171.0,,9090,,Queen Street between Flinders Lane and Collins Street,20201208140755.0
"-37.803423253685985, 144.96532368636085",20751.0,,10446,,Argyle Place South between Lygon Street and Cardigan Street,20201208140914.0
"-37.78461078022152, 144.95445375592257",,,16729,,,20201208141620.0
"-37.80385591629288, 144.9576609421384",20923.0,7668N,20616,,Queensberry Street between Elizabeth Street and O'Connell Street,20201208142032.0
"-37.813499880235014, 144.95808871507242",20011.0,C3120,8586,,Lonsdale Street between Queen Street and William Street,20201208140727.0
"-37.79816247946311, 144.96728771432907",20534.0,,11358,,Lygon Street between Faraday Street and Elgin Street,20201208141026.0
"-37.812687578474566, 144.98341910717014",21890.0,,23765,,Gipps Street between Powlett Street and Clarendon Street,20210616094128.0
"-37.80189367463093, 144.96682456279953",20530.0,,11812,,Lygon Street between Argyle Place North and Grattan Street,20201208141057.0
"-37.808566390704854, 144.95769157569947",,4873W,13526,,,20201208141235.0
"-37.82911749112845, 144.96556407817633",22118.0,,19385,,Sturt Street between Miles Street and Coventry Street,20201208141906.0
"-37.831592962593746, 144.9861273642641",22287.0,20344E,16136,,Walsh Street between Acland Street and Clowes Street,20201223122254.0
"-37.79513876714118, 144.9725801925962",20573.0,,11485,,Kay Street between Canning Street and Rathdowne Street,20201208141038.0
"-37.81584253404081, 144.98121714199152",21963.0,12562N,23974,,Wellington Parade between Clarendon Street and Jolimont Road,20210531120655.0
"-37.826220779413084, 144.95891545753486",22019.0,,14243,,Clarke Street between Haig Street and City Road,20201208141326.0
"-37.81279430480397, 144.95250594041886",20030.0,3976N,8816,,La Trobe Street between King Street and Spencer Street,20201208140739.0
"-37.80506587497908, 144.94851997171457",20994.0,7637S,11033,,Victoria Street between Errol Street and Curzon Street,20201208141002.0
"-37.81016362436613, 144.98195629375638",20898.0,12346N,20913,,Albert Street between Clarendon Street and Eades Street,20201208142052.0
"-37.8203115550894, 144.9424672565774",23293.0,,21860,,Bourke Street between Cumberland Street and Collins Street,20201208142153.0
"-37.7947295234966, 144.95794678931293",22363.0,,5348,,Royal Parade between Bayles Street and Morrah Street,20201223122248.0
"-37.80509731010684, 144.94880092392134",20994.0,7617S,11021,,Victoria Street between Errol Street and Curzon Street,20201208141001.0
"-37.81196810871505, 144.98761822811795",21866.0,,14469,,Grey Street between Simpson Street and Powlett Street,20201208141346.0
"-37.798543797528914, 144.97263139641748",20580.0,,18923,,Canning Street between Faraday Street and Elgin Street,20201208141837.0
"-37.799606290256214, 144.96550439450505",20514.0,,21315,,Cardigan Street between Grattan Street and Faraday Street,20201208142119.0
"-37.79610036239962, 144.9687743940063",20685.0,,2339,,Palmerston Street between Drummond Street and Lygon Street,20201223122242.0
"-37.83371896822786, 144.98251866305554",22706.0,,2966,,Birdwood Avenue between Dallas Brooks Drive and Domain Road,20201223122244.0
"-37.781739329334535, 144.95010044426405",,,16859,,,20201208141627.0
