distance,twoPs
2121,A71_A96
3038,A71_A97
3169,A71_A98
1532,A71_A99
2585,A71_A100
0,A72_A72
7753,A72_A73
12142,A72_A74
8721,A72_A75
8204,A72_A76
22162,A72_A77
13188,A72_A78
12118,A72_A79
7531,A72_A80
6149,A72_A81
10177,A72_A82
9313,A72_A83
6297,A72_A84
8533,A72_A85
12325,A72_A86
10904,A72_A87
9890,A72_A88
9553,A72_A89
9722,A72_A90
10325,A72_A91
5067,A72_A92
5935,A72_A93
8127,A72_A94
11498,A72_A95
6660,A72_A96
10864,A72_A97
10856,A72_A98
9803,A72_A99
9888,A72_A100
0,A73_A73
4422,A73_A74
1567,A73_A75
1692,A73_A76
20028,A73_A77
5439,A73_A78
4430,A73_A79
529,A73_A80
1672,A73_A81
2432,A73_A82
2482,A73_A83
1485,A73_A84
881,A73_A85
4588,A73_A86
3579,A73_A87
2155,A73_A88
2011,A73_A89
2007,A73_A90
2866,A73_A91
2943,A73_A92
1818,A73_A93
463,A73_A94
3797,A73_A95
2747,A73_A96
3115,A73_A97
3103,A73_A98
2326,A73_A99
2143,A73_A100
0,A74_A74
4019,A74_A75
4712,A74_A76
19420,A74_A77
1135,A74_A78
281,A74_A79
4747,A74_A80
6088,A74_A81
1999,A74_A82
4122,A74_A83
5907,A74_A84
3766,A74_A85
270,A74_A86
3020,A74_A87
2449,A74_A88
3107,A74_A89
2423,A74_A90
2852,A74_A91
7335,A74_A92
6228,A74_A93
4112,A74_A94
657,A74_A95
6581,A74_A96
1523,A74_A97
1410,A74_A98
3062,A74_A99
2285,A74_A100
0,A75_A75
694,A75_A76
21265,A75_A77
4825,A75_A78
4126,A75_A79
1384,A75_A80
2640,A75_A81
2179,A75_A82
917,A75_A83
2554,A75_A84
879,A75_A85
4100,A75_A86
2209,A75_A87
1598,A75_A88
930,A75_A89
2054,A75_A90
1606,A75_A91
3665,A75_A92
2974,A75_A93
1141,A75_A94
3519,A75_A95
2573,A75_A96
2504,A75_A97
2613,A75_A98
1105,A75_A99
1968,A75_A100
0,A76_A76
21667,A76_A77
5504,A76_A78
4819,A76_A79
1303,A76_A80
2272,A76_A81
2860,A76_A82
1127,A76_A83
2239,A76_A84
1332,A76_A85
4791,A76_A86
2706,A76_A87
2289,A76_A88
1615,A76_A89
2694,A76_A90
2199,A76_A91
3138,A76_A92
2662,A76_A93
1394,A76_A94
4211,A76_A95
1891,A76_A96
3195,A76_A97
3307,A76_A98
1747,A76_A99
2637,A76_A100
0,A77_A77
19978,A77_A78
19139,A77_A79
20522,A77_A80
20662,A77_A81
19716,A77_A82
22045,A77_A83
20480,A77_A84
20398,A77_A85
19634,A77_A86
21963,A77_A87
20258,A77_A88
20931,A77_A89
19497,A77_A90
21398,A77_A91
21427,A77_A92
20314,A77_A93
20273,A77_A94
19258,A77_A95
22498,A77_A96
20154,A77_A97
19916,A77_A98
21169,A77_A99
19730,A77_A100
0,A78_A78
1298,A78_A79
5717,A78_A80
7084,A78_A81
3011,A78_A82
4746,A78_A83
6914,A78_A84
4715,A78_A85
895,A78_A86
3353,A78_A87
3353,A78_A88
3895,A78_A89
3478,A78_A90
3427,A78_A91
8304,A78_A92
7256,A78_A93
5092,A78_A94
1782,A78_A95
7394,A78_A96
2366,A78_A97
2339,A78_A98
3771,A78_A99
3300,A78_A100
0,A79_A79
4780,A79_A80
6101,A79_A81
2038,A79_A82
4283,A79_A83
5914,A79_A84
3816,A79_A85
524,A79_A86
3250,A79_A87
2537,A79_A88
3229,A79_A89
2423,A79_A90
3038,A79_A91
7361,A79_A92
6223,A79_A93
4143,A79_A94
636,A79_A95
6673,A79_A96
1662,A79_A97
1516,A79_A98
3210,A79_A99
2316,A79_A100
0,A80_A80
1383,A80_A81
2749,A80_A82
2254,A80_A83
1243,A80_A84
1007,A80_A85
4893,A80_A86
3549,A80_A87
2373,A80_A88
2052,A80_A89
2377,A80_A90
2879,A80_A91
2591,A80_A92
1642,A80_A93
637,A80_A94
4144,A80_A95
2223,A80_A96
3359,A80_A97
3381,A80_A98
2336,A80_A99
2465,A80_A100
0,A81_A81
4092,A81_A82
3385,A81_A83
223,A81_A84
2387,A81_A85
6246,A81_A86
4849,A81_A87
3751,A81_A88
3415,A81_A89
3679,A81_A90
4216,A81_A91
1284,A81_A92
439,A81_A93
1993,A81_A94
5467,A81_A95
1882,A81_A96
4734,A81_A97
4745,A81_A98
3681,A81_A99
3804,A81_A100
0,A82_A82
2575,A82_A83
3914,A82_A84
1778,A82_A85
2156,A82_A86
2294,A82_A87
620,A82_A88
1395,A82_A89
509,A82_A90
1682,A82_A91
5337,A82_A92
4248,A82_A93
2113,A82_A94
1404,A82_A95
4667,A82_A96
800,A82_A97
702,A82_A98
1527,A82_A99
289,A82_A100
0,A83_A83
3335,A83_A84
1760,A83_A85
4145,A83_A86
1648,A83_A87
1956,A83_A88
1186,A83_A89
2619,A83_A90
1318,A83_A91
4253,A83_A92
3760,A83_A93
2056,A83_A94
3735,A83_A95
2829,A83_A96
2623,A83_A97
2797,A83_A98
1086,A83_A99
2447,A83_A100
0,A84_A84
2237,A84_A85
6070,A84_A86
4757,A84_A87
3594,A84_A88
3292,A84_A89
3492,A84_A90
4108,A84_A91
1495,A84_A92
425,A84_A93
1832,A84_A94
5282,A84_A95
2038,A84_A96
4572,A84_A97
4575,A84_A98
3569,A84_A99
3625,A84_A100
0,A85_A85
3901,A85_A86
2702,A85_A87
1366,A85_A88
1130,A85_A89
1473,A85_A90
1985,A85_A91
3589,A85_A92
2618,A85_A93
427,A85_A94
3182,A85_A95
2942,A85_A96
2353,A85_A97
2383,A85_A98
1447,A85_A99
1505,A85_A100
0,A86_A86
2952,A86_A87
2560,A86_A88
3178,A86_A89
2604,A86_A90
2851,A86_A91
7483,A86_A92
6401,A86_A93
4261,A86_A94
889,A86_A95
6672,A86_A96
1598,A86_A97
1521,A86_A98
3106,A86_A99
2445,A86_A100
0,A87_A87
1877,A87_A88
1581,A87_A89
2641,A87_A90
739,A87_A91
5837,A87_A92
5174,A87_A93
3117,A87_A94
2865,A87_A95
4478,A87_A96
1825,A87_A97
2062,A87_A98
1257,A87_A99
2361,A87_A100
0,A88_A88
775,A88_A89
780,A88_A90
1183,A88_A91
4953,A88_A92
3960,A88_A93
1762,A88_A94
1922,A88_A95
4137,A88_A96
988,A88_A97
1042,A88_A98
925,A88_A99
529,A88_A100
0,A89_A89
1449,A89_A90
856,A89_A91
4527,A89_A92
3694,A89_A93
1554,A89_A94
2640,A89_A95
3502,A89_A96
1585,A89_A97
1713,A89_A98
327,A89_A99
1262,A89_A100
0,A90_A90
1961,A90_A91
4943,A90_A92
3806,A90_A93
1743,A90_A94
1790,A90_A95
4413,A90_A96
1308,A90_A97
1207,A90_A98
1672,A90_A99
290,A90_A100
0,A91_A91
5271,A91_A92
4518,A91_A93
2407,A91_A94
2545,A91_A95
4060,A91_A96
1424,A91_A97
1637,A91_A98
544,A91_A99
1696,A91_A100
0,A92_A92
1343,A92_A93
3224,A92_A94
6725,A92_A95
1845,A92_A96
5941,A92_A97
5970,A92_A98
4759,A92_A99
5051,A92_A100
0,A93_A93
2202,A93_A94
5594,A93_A95
2291,A93_A96
4930,A93_A97
4921,A93_A98
3977,A93_A99
3958,A93_A100
0,A94_A94
3507,A94_A95
2755,A94_A96
2741,A94_A97
2753,A94_A98
1866,A94_A99
1829,A94_A100
0,A95_A95
6053,A95_A96
1125,A95_A97
939,A95_A98
2652,A95_A99
1681,A95_A100
0,A96_A96
5074,A96_A97
5172,A96_A98
3635,A96_A99
4416,A96_A100
0,A97_A97
238,A97_A98
1548,A97_A99
1051,A97_A100
0,A98_A98
1713,A98_A99
981,A98_A100
0,A99_A99
1449,A99_A100
0,A100_A100
