distance,twoPs
1082,A16_A86
1928,A16_A87
2116,A16_A88
2527,A16_A89
2482,A16_A90
1984,A16_A91
7027,A16_A92
6076,A16_A93
3875,A16_A94
1410,A16_A95
5998,A16_A96
1184,A16_A97
1284,A16_A98
2363,A16_A99
2235,A16_A100
0,A17_A17
793,A17_A18
1261,A17_A19
1045,A17_A20
2954,A17_A21
1271,A17_A22
8588,A17_A23
1387,A17_A24
3132,A17_A25
7361,A17_A26
1491,A17_A27
5174,A17_A28
268,A17_A29
4576,A17_A30
1953,A17_A31
1879,A17_A32
931,A17_A33
1657,A17_A34
3503,A17_A35
647,A17_A36
1953,A17_A37
6958,A17_A38
20520,A17_A39
1923,A17_A40
107,A17_A41
893,A17_A42
2202,A17_A43
2847,A17_A44
1380,A17_A45
3710,A17_A46
21450,A17_A47
2202,A17_A48
4924,A17_A49
11883,A17_A50
2170,A17_A51
1424,A17_A52
12047,A17_A53
4472,A17_A54
3599,A17_A55
3859,A17_A56
3165,A17_A57
2200,A17_A58
257,A17_A59
6276,A17_A60
1889,A17_A61
2560,A17_A62
4533,A17_A63
1002,A17_A64
2147,A17_A65
2879,A17_A66
2087,A17_A67
21110,A17_A68
644,A17_A69
3027,A17_A70
3351,A17_A71
11632,A17_A72
3977,A17_A73
1824,A17_A74
2969,A17_A75
3600,A17_A76
21093,A17_A77
2088,A17_A78
2079,A17_A79
4110,A17_A80
5487,A17_A81
1914,A17_A82
2713,A17_A83
5353,A17_A84
3127,A17_A85
1715,A17_A86
1271,A17_A87
1856,A17_A88
2083,A17_A89
2404,A17_A90
1414,A17_A91
6610,A17_A92
5743,A17_A93
3550,A17_A94
1836,A17_A95
5472,A17_A96
1143,A17_A97
1340,A17_A98
1864,A17_A99
2124,A17_A100
0,A18_A18
698,A18_A19
1825,A18_A20
2998,A18_A21
1773,A18_A22
9091,A18_A23
1908,A18_A24
3004,A18_A25
8119,A18_A26
1741,A18_A27
4903,A18_A28
1011,A18_A29
5351,A18_A30
2740,A18_A31
2668,A18_A32
1194,A18_A33
1725,A18_A34
3425,A18_A35
1344,A18_A36
2746,A18_A37
6969,A18_A38
21277,A18_A39
2624,A18_A40
782,A18_A41
297,A18_A42
2986,A18_A43
2632,A18_A44
1353,A18_A45
3520,A18_A46
22198,A18_A47
2986,A18_A48
4693,A18_A49
12186,A18_A50
2594,A18_A51
2013,A18_A52
11793,A18_A53
4549,A18_A54
3371,A18_A55
3985,A18_A56
3329,A18_A57
2475,A18_A58
613,A18_A59
5977,A18_A60
2596,A18_A61
3086,A18_A62
4212,A18_A63
1435,A18_A64
2315,A18_A65
2669,A18_A66
2315,A18_A67
21861,A18_A68
1430,A18_A69
2808,A18_A70
3069,A18_A71
11541,A18_A72
4080,A18_A73
2616,A18_A74
2822,A18_A75
3365,A18_A76
21844,A18_A77
2767,A18_A78
2873,A18_A79
4112,A18_A80
5447,A18_A81
2400,A18_A82
2335,A18_A83
5341,A18_A84
3200,A18_A85
2498,A18_A86
694,A18_A87
2141,A18_A88
2073,A18_A89
2833,A18_A90
1233,A18_A91
6479,A18_A92
5751,A18_A93
3625,A18_A94
2604,A18_A95
5163,A18_A96
1741,A18_A97
1970,A18_A98
1775,A18_A99
2543,A18_A100
0,A19_A19
2144,A19_A20
2469,A19_A21
1736,A19_A22
8839,A19_A23
1869,A19_A24
2380,A19_A25
8258,A19_A26
1478,A19_A27
4217,A19_A28
1373,A19_A29
5561,A19_A30
3159,A19_A31
2980,A19_A32
1090,A19_A33
1311,A19_A34
2816,A19_A35
1898,A19_A36
3104,A19_A37
6370,A19_A38
21388,A19_A39
2738,A19_A40
1196,A19_A41
420,A19_A42
3416,A19_A43
1980,A19_A44
938,A19_A45
2863,A19_A46
22286,A19_A47
3417,A19_A48
4016,A19_A49
11745,A19_A50
3274,A19_A51
2032,A19_A52
11104,A19_A53
4005,A19_A54
2703,A19_A55
3480,A19_A56
2868,A19_A57
2147,A19_A58
1191,A19_A59
5284,A19_A60
3150,A19_A61
3743,A19_A62
3519,A19_A63
1401,A19_A64
1913,A19_A65
2017,A19_A66
1960,A19_A67
21957,A19_A68
1883,A19_A69
2150,A19_A70
2388,A19_A71
10891,A19_A72
3559,A19_A73
3005,A19_A74
2194,A19_A75
2695,A19_A76
21941,A19_A77
3344,A19_A78
3234,A19_A79
3532,A19_A80
4834,A19_A81
2271,A19_A82
1641,A19_A83
4741,A19_A84
2682,A19_A85
2939,A19_A86
24,A19_A87
1853,A19_A88
1560,A19_A89
2617,A19_A90
717,A19_A91
5825,A19_A92
5158,A19_A93
3097,A19_A94
2847,A19_A95
4470,A19_A96
1804,A19_A97
2041,A19_A98
1236,A19_A99
2338,A19_A100
0,A20_A20
2976,A20_A21
1001,A20_A22
7806,A20_A23
1017,A20_A24
3355,A20_A25
6320,A20_A26
1537,A20_A27
5466,A20_A28
816,A20_A29
3531,A20_A30
1054,A20_A31
847,A20_A32
1264,A20_A33
1886,A20_A34
3634,A20_A35
865,A20_A36
960,A20_A37
6836,A20_A38
19479,A20_A39
1002,A20_A40
1043,A20_A41
1861,A20_A42
1316,A20_A43
3201,A20_A44
1805,A20_A45
3966,A20_A46
20412,A20_A47
1317,A20_A48
5174,A20_A49
11331,A20_A50
2231,A20_A51
889,A20_A52
12219,A20_A53
4340,A20_A54
3908,A20_A55
3697,A20_A56
3004,A20_A57
2011,A20_A58
1282,A20_A59
6576,A20_A60
1374,A20_A61
2379,A20_A62
4911,A20_A63
1040,A20_A64
2123,A20_A65
3224,A20_A66
1992,A20_A67
20070,A20_A68
532,A20_A69
3370,A20_A70
3742,A20_A71
11590,A20_A72
3837,A20_A73
878,A20_A74
3230,A20_A75
3918,A20_A76
20053,A20_A77
1622,A20_A78
1091,A20_A79
4098,A20_A80
5469,A20_A81
1437,A20_A82
3262,A20_A83
5304,A20_A84
3094,A20_A85
885,A20_A86
2160,A20_A87
1731,A20_A88
2303,A20_A89
1935,A20_A90
1978,A20_A91
6683,A20_A92
5655,A20_A93
3476,A20_A94
797,A20_A95
5803,A20_A96
744,A20_A97
739,A20_A98
2221,A20_A99
1720,A20_A100
0,A21_A21
1976,A21_A22
6686,A21_A23
1966,A21_A24
664,A21_A25
7261,A21_A26
1498,A21_A27
2591,A21_A28
2803,A21_A29
5047,A21_A30
3881,A21_A31
3412,A21_A32
2023,A21_A33
1307,A21_A34
699,A21_A35
3454,A21_A36
3639,A21_A37
4007,A21_A38
20045,A21_A39
2646,A21_A40
2847,A21_A41
2722,A21_A42
4112,A21_A43
968,A21_A44
1651,A21_A45
1167,A21_A46
20867,A21_A47
4113,A21_A48
2269,A21_A49
9295,A21_A50
5052,A21_A51
2135,A21_A52
9243,A21_A53
1551,A21_A54
1224,A21_A55
1015,A21_A56
545,A21_A57
1014,A21_A58
3104,A21_A59
3678,A21_A60
4350,A21_A61
5317,A21_A62
2198,A21_A63
2042,A21_A64
856,A21_A65
948,A21_A66
987,A21_A67
20565,A21_A68
3189,A21_A69
988,A21_A70
1308,A21_A71
8688,A21_A72
1090,A21_A73
3679,A21_A74
713,A21_A75
1250,A21_A76
20552,A21_A77
4598,A21_A78
3743,A21_A79
1158,A21_A80
2539,A21_A81
1714,A21_A82
1563,A21_A83
2400,A21_A84
218,A21_A85
3801,A21_A86
2489,A21_A87
1246,A21_A88
925,A21_A89
1466,A21_A90
1778,A21_A91
3714,A21_A92
2790,A21_A93
629,A21_A94
3114,A21_A95
2960,A21_A96
2232,A21_A97
2281,A21_A98
1237,A21_A99
1456,A21_A100
0,A22_A22
7344,A22_A23
137,A22_A24
2369,A22_A25
6533,A22_A26
573,A22_A27
4478,A22_A28
1028,A22_A29
3885,A22_A30
1966,A22_A31
1570,A22_A32
646,A22_A33
962,A22_A34
2635,A22_A35
1575,A22_A36
1771,A22_A37
5878,A22_A38
19653,A22_A39
1050,A22_A40
1186,A22_A41
1645,A22_A42
2215,A22_A43
2254,A22_A44
1024,A22_A45
2980,A22_A46
20550,A22_A47
2216,A22_A48
4181,A22_A49
10620,A22_A50
3137,A22_A51
312,A22_A52
11218,A22_A53
3376,A22_A54
2934,A22_A55
2738,A22_A56
2038,A22_A57
1036,A22_A58
1507,A22_A59
5587,A22_A60
2375,A22_A61
3353,A22_A62
3946,A22_A63
345,A22_A64
1122,A22_A65
2273,A22_A66
995,A22_A67
20221,A22_A68
1264,A22_A69
2414,A22_A70
2796,A22_A71
10617,A22_A72
2872,A22_A73
1767,A22_A74
2253,A22_A75
2946,A22_A76
20206,A22_A77
2622,A22_A78
1892,A22_A79
3106,A22_A80
4483,A22_A81
647,A22_A82
2410,A22_A83
4323,A22_A84
2100,A22_A85
1851,A22_A86
1758,A22_A87
734,A22_A88
1341,A22_A89
1134,A22_A90
1269,A22_A91
5686,A22_A92
4684,A22_A93
2492,A22_A94
1325,A22_A95
4822,A22_A96
256,A22_A97
387,A22_A98
1327,A22_A99
859,A22_A100
0,A23_A23
7216,A23_A24
7204,A23_A25
4883,A23_A26
7383,A23_A27
7628,A23_A28
8325,A23_A29
5813,A23_A30
7822,A23_A31
7378,A23_A32
7899,A23_A33
7536,A23_A34
6856,A23_A35
8667,A23_A36
7532,A23_A37
5516,A23_A38
14328,A23_A39
6807,A23_A40
8515,A23_A41
8908,A23_A42
7837,A23_A43
7624,A23_A44
7901,A23_A45
7287,A23_A46
14979,A23_A47
7838,A23_A48
7362,A23_A49
4415,A23_A50
9817,A23_A51
7163,A23_A52
10429,A23_A53
5685,A23_A54
7484,A23_A55
5810,A23_A56
6156,A23_A57
6693,A23_A58
8837,A23_A59
8011,A23_A60
8617,A23_A61
9666,A23_A62
7912,A23_A63
7667,A23_A64
6949,A23_A65
7597,A23_A66
6882,A23_A67
14736,A23_A68
8323,A23_A69
7588,A23_A70
7772,A23_A71
8374,A23_A72
5833,A23_A73
7718,A23_A74
7336,A23_A75
7518,A23_A76
14728,A23_A77
8799,A23_A78
7509,A23_A79
6235,A23_A80
6045,A23_A81
6701,A23_A82
8240,A23_A83
5886,A23_A84
6482,A23_A85
7988,A23_A86
8862,A23_A87
6992,A23_A88
7394,A23_A89
6260,A23_A90
8140,A23_A91
6706,A23_A92
5660,A23_A93
6205,A23_A94
7169,A23_A95
7923,A23_A96
7444,A23_A97
7256,A23_A98
7708,A23_A99
6550,A23_A100
0,A24_A24
2392,A24_A25
6404,A24_A26
639,A24_A27
4497,A24_A28
1138,A24_A29
3768,A24_A30
1937,A24_A31
1515,A24_A32
781,A24_A33
1035,A24_A34
2638,A24_A35
1654,A24_A36
1726,A24_A37
5830,A24_A38
19520,A24_A39
940,A24_A40
1306,A24_A41
1782,A24_A42
2180,A24_A43
2303,A24_A44
1133,A24_A45
3003,A24_A46
20416,A24_A47
2182,A24_A48
4195,A24_A49
10516,A24_A50
3195,A24_A51
211,A24_A52
11208,A24_A53
3330,A24_A54
2966,A24_A55
2688,A24_A56
1992,A24_A57
995,A24_A58
1628,A24_A59
5603,A24_A60
2388,A24_A61
3389,A24_A62
3982,A24_A63
482,A24_A64
1121,A24_A65
2320,A24_A66
980,A24_A67
20088,A24_A68
1331,A24_A69
2459,A24_A70
2844,A24_A71
10577,A24_A72
2826,A24_A73
1736,A24_A74
2286,A24_A75
2980,A24_A76
20072,A24_A77
2637,A24_A78
1843,A24_A79
3081,A24_A80
4452,A24_A81
528,A24_A82
2490,A24_A83
4288,A24_A84
2078,A24_A85
1839,A24_A86
1892,A24_A87
722,A24_A88
1389,A24_A89
1028,A24_A90
1385,A24_A91
5667,A24_A92
4642,A24_A93
2459,A24_A94
1254,A24_A95
4846,A24_A96
294,A24_A97
327,A24_A98
1404,A24_A99
762,A24_A100
0,A25_A25
7925,A25_A26
1819,A25_A27
2110,A25_A28
3031,A25_A29
5686,A25_A30
4329,A25_A31
3894,A25_A32
2239,A25_A33
1507,A25_A34
449,A25_A35
3701,A25_A36
4112,A25_A37
3993,A25_A38
20688,A25_A39
3178,A25_A40
3026,A25_A41
2711,A25_A42
4572,A25_A43
464,A25_A44
1754,A25_A45
612,A25_A46
21504,A25_A47
4574,A25_A48
1823,A25_A49
9579,A25_A50
5292,A25_A51
2585,A25_A52
8925,A25_A53
1740,A25_A54
594,A25_A55
1402,A25_A56
1174,A25_A57
1552,A25_A58
3237,A25_A59
3221,A25_A60
4716,A25_A61
5617,A25_A62
1608,A25_A63
2345,A25_A64
1293,A25_A65
428,A25_A66
1459,A25_A67
21204,A25_A68
3479,A25_A69
385,A25_A70
647,A25_A71
8542,A25_A72
1407,A25_A73
4128,A25_A74
188,A25_A75
615,A25_A76
21191,A25_A77
4959,A25_A78
4225,A25_A79
1199,A25_A80
2453,A25_A81
2248,A25_A82
1077,A25_A83
2366,A25_A84
793,A25_A85
4219,A25_A86
2396,A25_A87
1689,A25_A88
1071,A25_A89
2082,A25_A90
1784,A25_A91
3490,A25_A92
2786,A25_A93
999,A25_A94
3611,A25_A95
2454,A25_A96
2622,A25_A97
2719,A25_A98
1271,A25_A99
2022,A25_A100
0,A26_A26
6932,A26_A27
9439,A26_A28
7115,A26_A29
2824,A26_A30
5675,A26_A31
5523,A26_A32
7172,A26_A33
7282,A26_A34
7824,A26_A35
7063,A26_A36
5523,A26_A37
8667,A26_A38
13159,A26_A39
5525,A26_A40
7346,A26_A41
8091,A26_A42
5524,A26_A43
8145,A26_A44
7505,A26_A45
8352,A26_A46
14094,A26_A47
5525,A26_A48
9096,A26_A49
9274,A26_A50
7459,A26_A51
6229,A26_A52
14381,A26_A53
7298,A26_A54
8461,A26_A55
6959,A26_A56
6784,A26_A57
6588,A26_A58
7602,A26_A59
10283,A26_A60
6315,A26_A61
7042,A26_A62
9325,A26_A63
6858,A26_A64
6926,A26_A65
8139,A26_A66
6769,A26_A67
13750,A26_A68
6806,A26_A69
8219,A26_A70
8567,A26_A71
12700,A26_A72
7081,A26_A73
5703,A26_A74
7951,A26_A75
8491,A26_A76
13733,A26_A77
6373,A26_A78
5422,A26_A79
7609,A26_A80
8299,A26_A81
6106,A26_A82
8601,A26_A83
8078,A26_A84
7159,A26_A85
5928,A26_A86
8280,A26_A87
6693,A26_A88
7427,A26_A89
5982,A26_A90
7769,A26_A91
9447,A26_A92
8112,A26_A93
7170,A26_A94
5526,A26_A95
9819,A26_A96
6456,A26_A97
6219,A26_A98
7618,A26_A99
6173,A26_A100
0,A27_A27
3929,A27_A28
1314,A27_A29
4360,A27_A30
2535,A27_A31
2143,A27_A32
578,A27_A33
397,A27_A34
2117,A27_A35
1956,A27_A36
2345,A27_A37
5480,A27_A38
20005,A27_A39
1564,A27_A40
1387,A27_A41
1530,A27_A42
2786,A27_A43
1681,A27_A44
583,A27_A45
2430,A27_A46
20886,A27_A47
2787,A27_A48
3640,A27_A49
10461,A27_A50
3554,A27_A51
849,A27_A52
10712,A27_A53
2986,A27_A54
2373,A27_A55
2369,A27_A56
1675,A27_A57
738,A27_A58
1676,A27_A59
5040,A27_A60
2899,A27_A61
3828,A27_A62
3380,A27_A63
544,A27_A64
660,A27_A65
1702,A27_A66
600,A27_A67
20563,A27_A68
1693,A27_A69
1844,A27_A70
2224,A27_A71
10184,A27_A72
2488,A27_A73
2337,A27_A74
1693,A27_A75
2383,A27_A76
20548,A27_A77
3143,A27_A78
2466,A27_A79
2654,A27_A80
4036,A27_A81
832,A27_A82
1852,A27_A83
3891,A27_A84
1654,A27_A85
2408,A27_A86
1502,A27_A87
401,A27_A88
771,A27_A89
1140,A27_A90
851,A27_A91
5205,A27_A92
4271,A27_A93
2070,A27_A94
1891,A27_A95
4266,A27_A96
814,A27_A97
955,A27_A98
767,A27_A99
860,A27_A100
0,A28_A28
5103,A28_A29
7521,A28_A30
6434,A28_A31
5986,A28_A32
4321,A28_A33
3602,A28_A34
1892,A28_A35
5773,A28_A36
6208,A28_A37
2878,A28_A38
21708,A28_A39
5236,A28_A40
5070,A28_A41
4608,A28_A42
6673,A28_A43
2327,A28_A44
3803,A28_A45
1499,A28_A46
22449,A28_A47
6675,A28_A48
347,A28_A49
8988,A28_A50
7344,A28_A51
4684,A28_A52
6892,A28_A53
2172,A28_A54
1578,A28_A55
2495,A28_A56
2858,A28_A57
3599,A28_A58
5243,A28_A59
1111,A28_A60
6824,A28_A61
7702,A28_A62
742,A28_A63
4449,A28_A64
3383,A28_A65
2296,A28_A66
3540,A28_A67
22176,A28_A68
5571,A28_A69
2147,A28_A70
1837,A28_A71
6794,A28_A72
2364,A28_A73
6232,A28_A74
2241,A28_A75
1575,A28_A76
22165,A28_A77
7066,A28_A78
6317,A28_A79
1838,A28_A80
1619,A28_A81
4302,A28_A82
2582,A28_A83
1749,A28_A84
2566,A28_A85
6329,A28_A86
4226,A28_A87
3784,A28_A88
3171,A28_A89
4038,A28_A90
3769,A28_A91
1836,A28_A92
2047,A28_A93
2371,A28_A94
5694,A28_A95
386,A28_A96
4732,A28_A97
4822,A28_A98
3322,A28_A99
4047,A28_A100
0,A29_A29
4340,A29_A30
1789,A29_A31
1662,A29_A32
794,A29_A33
1532,A29_A34
3383,A29_A35
670,A29_A36
1756,A29_A37
6794,A29_A38
20274,A29_A39
1658,A29_A40
232,A29_A41
1053,A29_A42
2045,A29_A43
2779,A29_A44
1302,A29_A45
3623,A29_A46
21200,A29_A47
2046,A29_A48
4842,A29_A49
11648,A29_A50
2263,A29_A51
1162,A29_A52
11956,A29_A53
4299,A29_A54
3525,A29_A55
3677,A29_A56
2978,A29_A57
1997,A29_A58
525,A29_A59
6211,A29_A60
1828,A29_A61
2600,A29_A62
4483,A29_A63
792,A29_A64
1974,A29_A65
2809,A29_A66
1899,A29_A67
20861,A29_A68
524,A29_A69
2958,A29_A70
3298,A29_A71
11491,A29_A72
3800,A29_A73
1642,A29_A74
2876,A29_A75
3528,A29_A76
20844,A29_A77
2045,A29_A78
1885,A29_A79
3961,A29_A80
5342,A29_A81
1665,A29_A82
2704,A29_A83
5201,A29_A84
2966,A29_A85
1566,A29_A86
1386,A29_A87
1657,A29_A88
1966,A29_A89
2162,A29_A90
1386,A29_A91
6488,A29_A92
5584,A29_A93
3384,A29_A94
1594,A29_A95
5413,A29_A96
883,A29_A97
1073,A29_A98
1781,A29_A99
1886,A29_A100
0,A30_A30
2852,A30_A31
2712,A30_A32
4498,A30_A33
4741,A30_A34
5705,A30_A35
4245,A30_A36
2701,A30_A37
7568,A30_A38
15962,A30_A39
2838,A30_A40
4570,A30_A41
5351,A30_A42
2710,A30_A43
5801,A30_A44
4900,A30_A45
6210,A30_A46
16909,A30_A47
2711,A30_A48
7176,A30_A49
10062,A30_A50
4694,A30_A51
3573,A30_A52
13402,A30_A53
5578,A30_A54
6269,A30_A55
5069,A30_A56
4674,A30_A57
4187,A30_A58
4810,A30_A59
8513,A30_A60
3516,A30_A61
4333,A30_A62
7236,A30_A63
4184,A30_A64
4509,A30_A65
5804,A30_A66
4338,A30_A67
16562,A30_A68
3999,A30_A69
5911,A30_A70
6289,A30_A71
12135,A30_A72
5217,A30_A73
2879,A30_A74
5664,A30_A75
6294,A30_A76
16545,A30_A77
3597,A30_A78
2598,A30_A79
5713,A30_A80
6743,A30_A81
3582,A30_A82
6157,A30_A83
6524,A30_A84
5006,A30_A85
3104,A30_A86
5581,A30_A87
4201,A30_A88
4973,A30_A89
3610,A30_A90
5153,A30_A91
8009,A30_A92
6692,A30_A93
5150,A30_A94
2747,A30_A95
7905,A30_A96
3765,A30_A97
3534,A30_A98
5102,A30_A99
3725,A30_A100
0,A31_A31
532,A31_A32
2317,A31_A33
2907,A31_A34
4566,A31_A35
1463,A31_A36
312,A31_A37
7566,A31_A38
18785,A31_A39
1363,A31_A40
1988,A31_A41
2835,A31_A42
262,A31_A43
4215,A31_A44
2855,A31_A45
4940,A31_A46
19745,A31_A47
262,A31_A48
6129,A31_A49
11618,A31_A50
2006,A31_A51
1751,A31_A52
13095,A31_A53
5113,A31_A54
4900,A31_A55
4471,A31_A56
3812,A31_A57
2874,A31_A58
2137,A31_A59
7538,A31_A60
794,A31_A61
1869,A31_A62
5912,A31_A63
2077,A31_A64
3053,A31_A65
4236,A31_A66
2901,A31_A67
19394,A31_A68
1310,A31_A69
4379,A31_A70
4758,A31_A71
12337,A31_A72
4621,A31_A73
203,A31_A74
4219,A31_A75
4912,A31_A76
19376,A31_A77
990,A31_A78
313,A31_A79
4949,A31_A80
6288,A31_A81
2200,A31_A82
4310,A31_A83
6106,A31_A84
3968,A31_A85
260,A31_A86
3173,A31_A87
2652,A31_A88
3305,A31_A89
2620,A31_A90
3032,A31_A91
7537,A31_A92
6426,A31_A93
4313,A31_A94
842,A31_A95
6783,A31_A96
1721,A31_A97
1612,A31_A98
3255,A31_A99
2486,A31_A100
0,A32_A32
2025,A32_A33
2531,A32_A34
4105,A32_A35
1545,A32_A36
235,A32_A37
7041,A32_A38
18673,A32_A39
835,A32_A40
1886,A32_A41
2707,A32_A42
714,A32_A43
3818,A32_A44
2536,A32_A45
4501,A32_A46
19616,A32_A47
716,A32_A48
5674,A32_A49
11116,A32_A50
2442,A32_A51
1313,A32_A52
12598,A32_A53
4599,A32_A54
4475,A32_A55
3959,A32_A56
3310,A32_A57
2399,A32_A58
2104,A32_A59
7085,A32_A60
1277,A32_A61
2372,A32_A62
5493,A32_A63
1748,A32_A64
2605,A32_A65
3836,A32_A66
2446,A32_A67
19271,A32_A68
1287,A32_A69
3974,A32_A70
4359,A32_A71
11812,A32_A72
4110,A32_A73
362,A32_A74
3796,A32_A75
4490,A32_A76
19254,A32_A77
1497,A32_A78
331,A32_A79
4454,A32_A80
5780,A32_A81
1709,A32_A82
3970,A32_A83
5595,A32_A84
3486,A32_A85
618,A32_A86
2997,A32_A87
2206,A32_A88
2904,A32_A89
2104,A32_A90
2742,A32_A91
7037,A32_A92
5909,A32_A93
3817,A32_A94
315,A32_A95
6342,A32_A96
1347,A32_A97
1190,A32_A98
2893,A32_A99
1989,A32_A100
0,A33_A33
738,A33_A34
2590,A33_A35
1462,A33_A36
2190,A33_A37
6027,A33_A38
20298,A33_A39
1662,A33_A40
825,A33_A41
1023,A33_A42
2578,A33_A43
2004,A33_A44
548,A33_A45
2834,A33_A46
21196,A33_A47
2579,A33_A48
4054,A33_A49
11035,A33_A50
3057,A33_A51
943,A33_A52
11164,A33_A53
3543,A33_A54
2743,A33_A55
2935,A33_A56
2246,A33_A57
1313,A33_A58
1101,A33_A59
5430,A33_A60
2537,A33_A61
3382,A33_A62
3717,A33_A63
315,A33_A64
1221,A33_A65
2033,A33_A66
1178,A33_A67
20867,A33_A68
1253,A33_A69
2181,A33_A70
2534,A33_A71
10706,A33_A72
3050,A33_A73
2135,A33_A74
2087,A33_A75
2748,A33_A76
20851,A33_A77
2770,A33_A78
2319,A33_A79
3181,A33_A80
4559,A33_A81
1222,A33_A82
2003,A33_A83
4423,A33_A84
2196,A33_A85
2143,A33_A86
1112,A33_A87
970,A33_A88
1173,A33_A89
1639,A33_A90
719,A33_A91
5696,A33_A92
4812,A33_A93
2619,A33_A94
1838,A33_A95
4637,A33_A96
734,A33_A97
964,A33_A98
1004,A33_A99
1349,A33_A100
0,A34_A34
1851,A34_A35
2199,A34_A36
2728,A34_A37
5313,A34_A38
20326,A34_A39
1958,A34_A40
1551,A34_A41
1469,A34_A42
3161,A34_A43
1314,A34_A44
381,A34_A45
2108,A34_A46
21197,A34_A47
3162,A34_A48
3327,A34_A49
10472,A34_A50
3795,A34_A51
1246,A34_A52
10429,A34_A53
2849,A34_A54
2031,A34_A55
2265,A34_A56
1604,A34_A57
847,A34_A58
1798,A34_A59
4714,A34_A60
3226,A34_A61
4111,A34_A62
3026,A34_A63
851,A34_A64
605,A34_A65
1338,A34_A66
654,A34_A67
20878,A34_A68
1973,A34_A69
1484,A34_A70
1856,A34_A71
9975,A34_A72
2367,A34_A73
2712,A34_A74
1362,A34_A75
2039,A34_A76
20863,A34_A77
3465,A34_A78
2851,A34_A79
2458,A34_A80
3830,A34_A81
1177,A34_A82
1456,A34_A83
3701,A34_A84
1494,A34_A85
2768,A34_A86
1334,A34_A87
606,A34_A88
436,A34_A89
1382,A34_A90
604,A34_A91
4958,A34_A92
4096,A34_A93
1922,A34_A94
2285,A34_A95
3929,A34_A96
1191,A34_A97
1347,A34_A98
370,A34_A99
1134,A34_A100
0,A35_A35
4048,A35_A36
4330,A35_A37
3554,A35_A38
20474,A35_A39
3345,A35_A40
3397,A35_A41
3134,A35_A42
4800,A35_A43
907,A35_A44
2138,A35_A45
528,A35_A46
21274,A35_A47
4802,A35_A48
1571,A35_A49
9141,A35_A50
5646,A35_A51
2816,A35_A52
8595,A35_A53
1305,A35_A54
666,A35_A55
1053,A35_A56
1048,A35_A57
1710,A35_A58
3624,A35_A59
2981,A35_A60
5006,A35_A61
5944,A35_A62
1533,A35_A63
2658,A35_A64
1517,A35_A65
870,A35_A66
1665,A35_A67
20980,A35_A68
3805,A35_A69
797,A35_A70
916,A35_A71
8139,A35_A72
1025,A35_A73
4363,A35_A74
636,A35_A75
699,A35_A76
20968,A35_A77
5253,A35_A78
4436,A35_A79
753,A35_A80
2022,A35_A81
2412,A35_A82
1504,A35_A83
1925,A35_A84
698,A35_A85
4477,A35_A86
2832,A35_A87
1917,A35_A88
1420,A35_A89
2156,A35_A90
2195,A35_A91
3107,A35_A92
2343,A35_A93
694,A35_A94
3809,A35_A95
2262,A35_A96
2891,A35_A97
2958,A35_A98
1665,A35_A99
2156,A35_A100
0,A36_A36
1547,A36_A37
7427,A36_A38
20206,A36_A39
1867,A36_A40
734,A36_A41
1509,A36_A42
1688,A36_A43
3448,A36_A44
1971,A36_A45
4293,A36_A46
21154,A36_A47
1688,A36_A48
5512,A36_A49
12137,A36_A50
1600,A36_A51
1607,A36_A52
12626,A36_A53
4927,A36_A54
4195,A36_A55
4296,A36_A56
3595,A36_A57
2597,A36_A58
733,A36_A59
6880,A36_A60
1258,A36_A61
1933,A36_A62
5149,A36_A63
1416,A36_A64
2612,A36_A65
3478,A36_A66
2521,A36_A67
20807,A36_A68
346,A36_A69
3627,A36_A70
3964,A36_A71
12141,A36_A72
4424,A36_A73
1381,A36_A74
3547,A36_A75
4198,A36_A76
20790,A36_A77
1446,A36_A78
1659,A36_A79
4610,A36_A80
5992,A36_A81
2159,A36_A82
3349,A36_A83
5846,A36_A84
3609,A36_A85
1206,A36_A86
1906,A36_A87
2269,A36_A88
2634,A36_A89
2668,A36_A90
2039,A36_A91
7151,A36_A92
6222,A36_A93
4021,A36_A94
1608,A36_A95
6081,A36_A96
1364,A36_A97
1478,A36_A98
2451,A36_A99
2415,A36_A100
0,A37_A37
7275,A37_A38
18659,A37_A39
1069,A37_A40
1972,A37_A41
2809,A37_A42
480,A37_A43
4024,A37_A44
2713,A37_A45
4721,A37_A46
19610,A37_A47
481,A37_A48
5898,A37_A49
11309,A37_A50
2286,A37_A51
1528,A37_A52
12831,A37_A53
4833,A37_A54
4691,A37_A55
4194,A37_A56
3544,A37_A57
2627,A37_A58
2163,A37_A59
7309,A37_A60
1091,A37_A61
2177,A37_A62
5707,A37_A63
1925,A37_A64
2826,A37_A65
4043,A37_A66
2668,A37_A67
19262,A37_A68
1331,A37_A69
4183,A37_A70
4567,A37_A71
12046,A37_A72
4345,A37_A73
195,A37_A74
4010,A37_A75
4705,A37_A76
19245,A37_A77
1298,A37_A78
131,A37_A79
4686,A37_A80
6015,A37_A81
1940,A37_A82
4157,A37_A83
5830,A37_A84
3716,A37_A85
463,A37_A86
3120,A37_A87
2426,A37_A88
3110,A37_A89
2339,A37_A90
2909,A37_A91
7270,A37_A92
6143,A37_A93
4050,A37_A94
549,A37_A95
6563,A37_A96
1539,A37_A97
1399,A37_A98
3086,A37_A99
2221,A37_A100
0,A38_A38
19844,A38_A39
6206,A38_A40
6852,A38_A41
6681,A38_A42
