bay_id,st_marker_id,status,location,lat,lon
305,11791,Present,"-37.80032727741978, 144.95556451791924",-37.80032727741978,144.95556451791924
306,11794,Present,"-37.80044600917289, 144.9557134989734",-37.80044600917289,144.9557134989734
307,11879,Present,"-37.80086537524461, 144.9562382876755",-37.80086537524461,144.9562382876755
308,11934,Present,"-37.801073108308074, 144.9551848721037",-37.80107310830808,144.9551848721037
309,11947,Present,"-37.80141146878707, 144.9550899289275",-37.80141146878707,144.9550899289275
310,12028,Unoccupied,"-37.79828948729481, 144.9530048020704",-37.79828948729481,144.9530048020704
311,12076,Unoccupied,"-37.80089559649005, 144.95327966007903",-37.80089559649005,144.95327966007903
312,12089,Present,"-37.80031294824744, 144.95435541584334",-37.80031294824744,144.95435541584334
313,12095,Present,"-37.80074530269516, 144.95380561436207",-37.80074530269516,144.95380561436207
314,12113,Unoccupied,"-37.798591125890425, 144.9521136086263",-37.798591125890425,144.9521136086263
315,12115,Unoccupied,"-37.79862215227557, 144.95207373029154",-37.79862215227557,144.95207373029154
316,12118,Unoccupied,"-37.798692741278415, 144.95198445271365",-37.798692741278415,144.95198445271365
317,12127,Present,"-37.79886821442701, 144.95176030674503",-37.79886821442701,144.95176030674503
318,12284,Present,"-37.7996230503677, 144.95276691243447",-37.7996230503677,144.95276691243447
319,12289,Present,"-37.799422913869506, 144.95301978650258",-37.79942291386951,144.95301978650258
320,12083,Present,"-37.80038249274266, 144.95392898458954",-37.80038249274266,144.95392898458954
321,12295,Present,"-37.799089907243655, 144.95377021022136",-37.799089907243655,144.95377021022136
322,21964,Present,"-37.80124187254705, 144.95530481660268",-37.80124187254705,144.95530481660268
323,18542,Unoccupied,"-37.8203427296865, 144.94941062470693",-37.8203427296865,144.94941062470693
324,18588,Unoccupied,"-37.8191316612935, 144.94841656787565",-37.8191316612935,144.94841656787565
325,18573,Present,"-37.81920500724189, 144.94863260080362",-37.81920500724189,144.94863260080362
326,20895,Unoccupied,"-37.82119320777783, 144.94707640395677",-37.82119320777783,144.94707640395677
327,20897,Unoccupied,"-37.821097478757125, 144.94679202246175",-37.821097478757125,144.94679202246175
328,20898,Unoccupied,"-37.82107890584548, 144.94685598585616",-37.82107890584548,144.94685598585616
329,20614,Unoccupied,"-37.81954429224245, 144.9436975550082",-37.81954429224245,144.9436975550082
330,20617,Present,"-37.81937666998501, 144.94362061228043",-37.81937666998501,144.94362061228043
331,20618,Unoccupied,"-37.81932324573056, 144.94359616424424",-37.81932324573056,144.94359616424424
332,20909,Unoccupied,"-37.81997118004978, 144.9453133700929",-37.81997118004978,144.9453133700929
333,20903,Present,"-37.81900189112284, 144.9442559799367",-37.81900189112284,144.9442559799367
334,20588,Present,"-37.82014150602863, 144.94728614630372",-37.82014150602863,144.94728614630372
335,20589,Unoccupied,"-37.820072911490655, 144.94726098765477",-37.820072911490655,144.94726098765477
336,20591,Unoccupied,"-37.819917677788666, 144.94719304833868",-37.819917677788666,144.94719304833868
337,20592,Unoccupied,"-37.81983541614648, 144.94715349551896",-37.81983541614648,144.94715349551896
338,20600,Unoccupied,"-37.82041922395878, 144.9471865553108",-37.82041922395878,144.9471865553108
339,21483,Unoccupied,"-37.82026288002051, 144.94713672132843",-37.82026288002051,144.94713672132843
340,21485,Unoccupied,"-37.82010650185967, 144.94707617100062",-37.82010650185967,144.94707617100062
341,21486,Unoccupied,"-37.8200386831009, 144.947049719301",-37.8200386831009,144.947049719301
342,21489,Unoccupied,"-37.81980196641486, 144.946943144464",-37.81980196641486,144.946943144464
343,18227,Unoccupied,"-37.82202533313165, 144.94780409341098",-37.82202533313165,144.94780409341098
344,20607,Unoccupied,"-37.821154146084396, 144.9453732043762",-37.8211541460844,144.9453732043762
345,20609,Unoccupied,"-37.821037349019115, 144.94534237146144",-37.82103734901912,144.94534237146144
346,20603,Unoccupied,"-37.820333206222074, 144.94446884405363",-37.82033320622208,144.94446884405363
347,20604,Unoccupied,"-37.820382525443485, 144.94449214105623",-37.820382525443485,144.94449214105623
348,20920,Unoccupied,"-37.82012946613871, 144.94600496648212",-37.82012946613871,144.94600496648212
349,15336,Present,"-37.81876561515919, 144.94780402734943",-37.81876561515919,144.94780402734943
350,13449,Present,"-37.819551470265075, 144.94474369131638",-37.81955147026508,144.94474369131638
351,13463,Present,"-37.81933872220581, 144.94547899737347",-37.81933872220581,144.94547899737347
352,13456,Unoccupied,"-37.81948052203154, 144.94498888348807",-37.81948052203154,144.9449888834881
353,13473,Unoccupied,"-37.819233280397384, 144.94584450335228",-37.81923328039738,144.94584450335228
354,13021,Unoccupied,"-37.81956547471263, 144.94500963924796",-37.81956547471263,144.94500963924796
355,13464,Unoccupied,"-37.81932960588467, 144.94551077275807",-37.81932960588467,144.94551077275807
356,20872,Unoccupied,"-37.81970947860846, 144.9452437994716",-37.81970947860846,144.9452437994716
357,23810,Unoccupied,"-37.80159206096285, 144.95656498227333",-37.80159206096285,144.9565649822733
358,23811,Unoccupied,"-37.80164563491989, 144.95655551384758",-37.80164563491989,144.95655551384758
359,13912,Present,"-37.80224038503159, 144.95613527414744",-37.80224038503159,144.95613527414744
360,23821,Unoccupied,"-37.802314028098365, 144.95604091072653",-37.802314028098365,144.95604091072653
361,12377,Unoccupied,"-37.80288393715607, 144.95579903025617",-37.80288393715607,144.95579903025617
362,12381,Present,"-37.8026172174894, 144.95584370875528",-37.8026172174894,144.95584370875528
363,12375,Present,"-37.80277498643199, 144.95581739872216",-37.80277498643199,144.95581739872216
364,12379,Unoccupied,"-37.802992440376755, 144.9557807533958",-37.80299244037676,144.9557807533958
365,23855,Present,"-37.81638699965873, 144.94567530487853",-37.81638699965873,144.9456753048785
366,24003,Unoccupied,"-37.820093042106095, 144.94866621893198",-37.820093042106095,144.94866621893198
367,13408,Unoccupied,"-37.819770631089455, 144.94398591308556",-37.819770631089455,144.94398591308556
368,13407,Unoccupied,"-37.81978068874122, 144.94395136792798",-37.81978068874122,144.94395136792798
369,24273,Unoccupied,"-37.81309853082945, 144.94242875092925",-37.81309853082945,144.94242875092925
370,24280,Unoccupied,"-37.81326220460484, 144.94199892717336",-37.81326220460484,144.94199892717336
371,24283,Present,"-37.822228510141784, 144.9467722748763",-37.82222851014178,144.9467722748763
372,24284,Present,"-37.82223997983659, 144.94684479490817",-37.82223997983659,144.94684479490817
373,24516,Present,"-37.80200172670679, 144.95614762673733",-37.80200172670679,144.95614762673733
374,9582,Present,"-37.804091373782654, 144.9495385824703",-37.804091373782654,144.9495385824703
375,9606,Unoccupied,"-37.803596478591494, 144.94943573532953",-37.80359647859149,144.94943573532953
376,9610,Unoccupied,"-37.803813653062804, 144.9493974795697",-37.8038136530628,144.9493974795697
377,9615,Unoccupied,"-37.80408111614615, 144.94935034093805",-37.80408111614615,144.94935034093805
378,9620,Present,"-37.804968198727664, 144.94870346820352",-37.804968198727664,144.94870346820352
379,9638,Present,"-37.80503705640911, 144.94838529146213",-37.80503705640911,144.94838529146213
380,10889,Unoccupied,"-37.8054912478631, 144.95022458934193",-37.8054912478631,144.95022458934193
381,12093,Present,"-37.80055726291047, 144.9540442228017",-37.80055726291047,144.9540442228017
382,12082,Unoccupied,"-37.80042252716176, 144.95387826242398",-37.80042252716176,144.95387826242398
383,12293,Present,"-37.79902683591344, 144.95351782900144",-37.79902683591344,144.95351782900144
384,18577,Present,"-37.81942113774985, 144.948640773384",-37.81942113774985,144.948640773384
385,20913,Unoccupied,"-37.8204958157521, 144.94554394762582",-37.8204958157521,144.94554394762582
386,20599,Present,"-37.82050460676082, 144.94721237048702",-37.82050460676082,144.94721237048702
387,20601,Unoccupied,"-37.82034768891672, 144.9471675572891",-37.82034768891672,144.9471675572891
388,18225,Unoccupied,"-37.821595867621205, 144.94748926100272",-37.821595867621205,144.94748926100272
389,20926,Present,"-37.820498431250364, 144.9461007403677",-37.82049843125037,144.9461007403677
390,15335,Present,"-37.81874691903522, 144.94786800187666",-37.81874691903522,144.94786800187666
391,15328,Present,"-37.81866842986443, 144.94813900082468",-37.81866842986443,144.94813900082468
392,15297,Unoccupied,"-37.81878282783777, 144.94774460747973",-37.81878282783777,144.9477446074797
393,13454,Unoccupied,"-37.81949872414898, 144.94492603971992",-37.81949872414898,144.94492603971992
394,13466,Unoccupied,"-37.819304003240234, 144.9455993366719",-37.81930400324024,144.9455993366719
395,13467,Unoccupied,"-37.81929453999409, 144.94563210576644",-37.81929453999409,144.94563210576644
396,23333,Unoccupied,"-37.81427010909249, 144.94734119880445",-37.81427010909249,144.94734119880445
397,12378,Unoccupied,"-37.80293841159528, 144.95578985851284",-37.80293841159528,144.95578985851284
398,24000,Present,"-37.81992415492702, 144.94866021104554",-37.81992415492702,144.94866021104554
399,24002,Present,"-37.820036751254705, 144.948663971158",-37.82003675125471,144.948663971158
400,24274,Unoccupied,"-37.813121671939165, 144.94236718903596",-37.813121671939165,144.94236718903596
401,24276,Unoccupied,"-37.8131684151186, 144.94224435436706",-37.8131684151186,144.94224435436706
402,24278,Present,"-37.81321543853819, 144.94212173413453",-37.81321543853819,144.94212173413453
403,24279,Unoccupied,"-37.81323871184784, 144.9420601362918",-37.81323871184784,144.9420601362918
404,13442,Unoccupied,"-37.81963745458563, 144.94412862200593",-37.81963745458563,144.94412862200593
405,13910,Unoccupied,"-37.801917192405185, 144.95626367420454",-37.80191719240519,144.95626367420454
