GISID,SegID,the_geom,StreetID,StatusID,SegPart,StrType,DTUpdate,PolyArea,SegDescr
1894,20853,"-37.800558300556354, 144.95911072338578",335,3,1,Council Minor,20210923,259,Cl1593 from Berkeley Street
2150,22574,"-37.79622286867916, 144.91913199218334",0,2,1,Council Major,20210923,238,Intersection of Fairbairn Drive and Newman Street
326,30412,"-37.80262509456649, 144.95228259559974",2209,4,1,Private,20210923,300,Chetwynd Place
3082,20038,"-37.81021351128283, 144.96553810636914",825,2,1,Council Major,20210923,2251,Little Lonsdale Street between Russell Street and Swanston Street
2688,21002,"-37.80353119039749, 144.94897196411986",114,3,1,Council Minor,20210923,140,Cl1736 from Atkin Street
4117,23326,"-37.82226915897151, 144.93535442599236",120161,2,1,Council Major,20210923,1014,Regatta Way between Lorimer Street and South Wharf Drive
3990,30836,"-37.81838421425951, 144.97757585207728",118878,9,1,Rail/Tram,20210923,1410,William Barak Bridge
2570,30686,"-37.835180132779755, 144.97630960028724",1572,4,1,Private,20210923,12,Pl5066
2792,21256,"-37.79654543335034, 144.9496333132771",1219,3,1,Council Minor,20210923,319,Chapman Lane from Chapman Street
62,30100,"-37.81390456938462, 144.95925502025213",3020,4,1,Private,20210923,219,Pl5257
3594,22779,"-37.81388086004279, 144.9412019974499",117781,3,1,Council Minor,20210923,900,Saint Mangos Lane between Docklands Drive and Caravel Lane
2945,21239,"-37.79369689835044, 144.94514824903743",0,2,1,Council Major,20210923,894,Intersection of Dryburgh Street and Brougham Street
1396,21909,"-37.814093345732466, 144.99048252143956",714,1,1,Arterial,20210923,1471,Hoddle Street between Hotham Street and Gipps Street
2255,21670,"-37.798377844444836, 144.93469559330688",469,2,1,Council Major,20210923,257,Intersection of Bruce Street and Barrett Street
3529,22623,"-37.81230691723045, 144.98981588755356",677,2,1,Council Major,20210923,906,Intersection of Grey Street and Darling Street
3836,22944,"-37.82138199089244, 144.95616539736724",119550,3,2,Council Minor,20210923,385,Norval Place from Flinders Street
1279,21362,"-37.807371183222195, 144.94609358897986",571,3,1,Council Minor,20210923,503,Dicks Place between Hawke Street and Ireland Street
1158,21506,"-37.81261221466002, 144.95118119266573",1086,1,1,Arterial,20210923,3021,Spencer Street between La Trobe Street and Jeffcott Street
1873,20729,"-37.8037572003807, 144.96705278228205",582,3,1,Council Minor,20210923,60,Drummond Place between Drummond Street and Finlay Place
2451,23339,"-37.808118685460194, 144.95925258396687",2877,3,1,Council Minor,20210923,151,Blender Lane from Franklin Street
1630,20474,"-37.8008912359748, 144.95864351266405",441,2,1,Council Major,20210923,4112,Berkeley Street between Pelham Street and Grattan Street
3190,20253,"-37.81504359361629, 144.96944300830586",426,3,1,Council Minor,20210923,99,Beaney Lane from Russell Street
931,22236,"-37.83473274078579, 144.9872257680911",0,1,1,Arterial,20210923,323,Intersection of Punt Road and Domain Road
4000,30838,"-37.818397307517884, 144.97530654632607",118878,9,2,Rail/Tram,20210923,35,William Barak Bridge
4095,23319,"-37.81989684364929, 144.94071754676804",119527,4,2,Private,20210923,371,Victoria Harbour Promenade between Tom Thumb Lane and Sailmaker Way
1089,21378,"-37.805783230825575, 144.95183777540166",117822,3,1,Council Minor,20210923,87,Prout Lane from Chetwynd Street
1785,20597,"-37.79784628417171, 144.9738843559739",598,2,1,Council Major,20210923,4418,Elgin Street between Nicholson Street and Canning Street
2426,30481,"-37.808083622785226, 144.9530890980448",3029,4,1,Private,20210923,75,Pl5264
2241,21656,"-37.79732966171151, 144.93285665011584",600,2,1,Council Major,20210923,256,Intersection of Elizabeth Street and Fink Street
4078,21303,"-37.79944327649174, 144.935951763589",395,2,1,Council Major,20210923,4114,Arden Street between Langford Street and Lloyd Street
825,21850,"-37.81041992855922, 144.9782251037023",778,1,1,Arterial,20210923,3062,Lansdowne Street between Cathedral Place and Albert Street
3518,20291,"-37.81223517268287, 144.9668849462852",1259,3,1,Council Minor,20210923,96,Hughs Alley from Little Bourke Street
458,23052,"-37.78981845243934, 144.9313436366761",119642,2,1,Council Major,20210923,1169,Parsons Street between Pridham Street and Rankins Road
1956,20787,"-37.797419284584045, 144.96663420217854",1531,3,2,Council Minor,20210923,340,Miller Lane from Little Elgin Street
3039,20090,"-37.81674210731054, 144.95449522653226",455,2,1,Council Major,20210923,6064,Bourke Street between King Street and Spencer Street
4096,23319,"-37.820020393852054, 144.9398657012997",119527,4,1,Private,20210923,289,Victoria Harbour Promenade between Tom Thumb Lane and Sailmaker Way
927,22232,"-37.834383300040884, 144.9843496080508",572,2,1,Council Major,20210923,338,Intersection of Domain Road and Marne Street
763,22807,"-37.7926839148282, 144.92503108127036",425,2,1,Council Major,20210923,1978,Bayswater Road between Epsom Road and Belmont Road
3463,20171,"-37.8174609120902, 144.96183307190572",1010,2,1,Council Major,20210923,2804,Queen Street between Flinders Lane and Collins Street
4050,20410,"-37.8146457554246, 144.95706497080246",681,3,2,Council Minor,20210923,242,Guests Lane between Lonsdale Street and Little Bourke Street
278,30359,"-37.8031239419162, 144.94644619247433",2925,4,1,Private,20210923,49,PL5173
1609,20497,"-37.79592593776281, 144.96721038018697",955,2,1,Council Major,20210923,1954,Palmerston Street between Lygon Street and Keppel Street
1582,20526,"-37.80317890440509, 144.96651196644484",840,2,1,Council Major,20210923,1543,Lygon Street between Argyle Place South and Pelham Street
596,23017,"-37.789151197300185, 144.92372958324677",119683,3,1,Council Minor,20210923,896,Little Bendall Street from Bendall Street
864,22089,"-37.82485649704065, 144.97197606374144",798,2,1,Council Major,20210923,5192,Linlithgow Avenue between St Kilda Road and Government House Drive
1592,20515,"-37.79851306986014, 144.96580585945966",0,2,1,Council Major,20210923,890,Intersection of Cardigan Street and Faraday Street
1943,20803,"-37.80378300764777, 144.96420380285133",751,3,1,Council Minor,20210923,387,Kelvin Place between Cardigan Street and Swanston Street
866,22092,"-37.829317939368785, 144.9712902727977",1056,1,1,Arterial,20210923,5800,St Kilda Road between Coventry Street and Dorcas Street
3020,30750,"-37.82582575374147, 144.9211081241246",119010,4,1,Private,20210923,3208,Phillip Court
3863,20061,"-37.81493466456801, 144.9572034243697",809,2,2,Council Major,20210923,138,Little Bourke Street between William Street and King Street
2598,22883,"-37.819983048256034, 144.97080306540718",3165,3,1,Council Minor,20210923,2529,PT5354 from Boathouse Drive
3109,20005,"-37.81120319281814, 144.9659656454697",803,2,1,Council Major,20210923,6021,Lonsdale Street between Russell Street and Swanston Street
581,23006,"-37.79187990823128, 144.92678090947612",119659,2,1,Council Major,20210923,1954,Hopetoun Street between Epsom Road and McCracken Street
394,22892,"-37.82264510905077, 144.94709186559527",117936,3,2,Council Minor,20210923,207,Webb Bridge between North Wharf Road and River Esplanade
1799,20583,"-37.797155592988595, 144.97298943100918",479,2,1,Council Major,20210923,3035,Canning Street between Elgin Street and Palmerston Street
852,20896,"-37.809250022428834, 144.97841864318232",778,1,1,Arterial,20210923,3102,Lansdowne Street between Albert Street and Victoria Parade
2342,21767,"-37.792899247507094, 144.92652533739266",605,2,1,Council Major,20210923,299,Intersection of Epsom Road and Bangalore Street
4023,23307,"-37.81961506733032, 144.94161024193912",119527,16,1,Road Safety Act,20210923,3332,Victoria Harbour Promenade between Cumberland Street and Tom Thumb Lane
4065,30059,"-37.81043748232891, 144.93069277580915",117770,5,1,Port Roads,20210923,6142,Enterprize Road
2982,21309,"-37.79762880054118, 144.93787049524536",669,2,1,Council Major,20210923,3223,Gracie Street between Langford Street and Henderson Street
2758,21149,"-37.80050493709792, 144.94968160552406",1217,3,1,Council Minor,20210923,128,Callahans Lane from O'Shanassy Street
824,21851,"-37.81086128309713, 144.97681619041",494,2,1,Council Major,20210923,6038,Cathedral Place between Lansdowne Street and Gisborne Street
3955,22128,"-37.82302633202618, 144.937883375487",1370,2,1,Council Major,20210923,48,Intersection of Lorimer Street and Boundary Street
1891,20856,"-37.80208527952499, 144.95820940849237",238,3,1,Council Minor,20210923,38,Cl1194 from Pelham Street
3023,20114,"-37.816574557619944, 144.96282133909392",526,2,1,Council Major,20210923,6030,Collins Street between Elizabeth Street and Queen Street
912,22253,"-37.83688611839338, 144.98116534653747",1580,3,1,Council Minor,20210923,157,Cl1510 from Mason Street
813,21894,"-37.81271892991419, 144.98315860333966",515,2,1,Council Major,20210923,615,Intersection of Clarendon Street and Gipps Street
3220,20211,"-37.81674173937166, 144.969910656367",636,2,1,Council Major,20210923,901,Intersection of Russell Street and Flinders Street
1855,21624,"-37.80650321875217, 144.9614615500428",0,1,1,Arterial,20210923,1214,Intersection of Victoria Street and Bouverie Street
4043,30858,"-37.828497166568596, 144.90305070107394",120128,4,1,Private,20210923,201,Pika Lane
3823,23204,"-37.791343613970035, 144.92502838625018",605,2,1,Council Major,20210923,312,Epsom Road between Market Street and Westbourne Road
3267,20049,"-37.81074894625013, 144.97130241086128",809,2,1,Council Major,20210923,2229,Little Bourke Street between Spring Street and Exhibition Street
3639,22140,"-37.822770407534904, 144.93066366676157",1382,2,1,Council Major,20210923,6589,Graham Street between Lorimer Street and Turner Street
186,30250,"-37.79556954541141, 144.97477001277937",1514,4,1,Private,20210923,72,Pl5038
1604,20503,"-37.79550362291279, 144.96633122854783",0,2,1,Council Major,20210923,1395,Intersection of Cardigan Street and Keppel Street
2668,20975,"-37.804121086691985, 144.9516894990605",824,3,1,Council Minor,20210923,1155,Little Leveson Street between Queensberry Street and Blair Place
3199,20244,"-37.812714034949416, 144.97323823317058",1139,3,1,Council Minor,20210923,167,Ulster Lane from Spring Street
4070,30865,"-37.80403497055594, 144.9156273164638",120137,4,1,Private,20210923,1589,Provisioning Way
3736,22081,"-37.82477371005299, 144.96832059487306",1355,2,1,Council Major,20210923,4102,Dodds Street between Southbank Boulevard and Grant Street
3924,30832,"-37.809117479978276, 144.97079029916546",120040,4,1,Private,20210923,864,Madame Brussels Lane
288,30370,"-37.80495212926801, 144.95288758553608",3142,4,1,Private,20210923,32,Pl5343
1263,22669,"-37.805422972693, 144.943691745008",899,2,1,Council Major,20210923,711,Miller Street between Lothian Street and Dryburgh Street
1841,21557,"-37.80289659151378, 144.9673124829653",975,2,1,Council Major,20210923,3048,Pelham Street between Drummond Street and Lygon Street
1983,20757,"-37.80066050538498, 144.96618687600528",674,2,1,Council Major,20210923,3084,Grattan Street between Lygon Street and Cardigan Street
3519,20292,"-37.812559723031114, 144.96663010717822",779,3,1,Council Minor,20210923,359,La Trobe Place between Bourke Street and Little Bourke Street
2431,30491,"-37.80849432273698, 144.95141229095964",2882,4,1,Private,20210923,10,Pl5138
4144,23347,"-37.80427232176618, 144.95305049812342",1050,3,1,Council Minor,20210923,284,St Andrews Street from Gardiner Street
2204,21842,"-37.79667928005409, 144.91815658215458",713,2,1,Council Major,20210923,10839,Hobsons Road between Kensington Road and Stock Bridge
1441,21587,"-37.810558481583165, 144.9848558601973",375,2,1,Council Major,20210923,6048,Albert Street between Powlett Street and Clarendon Street
4172,30891,"-37.82623137406815, 144.96311053921096",120184,4,1,Private,20210923,695,Bale Circuit
1705,20668,"-37.79877243408802, 144.9718032905766",281,3,1,Council Minor,20210923,90,Cl1261 from MacArthur Place South
2194,21832,"-37.79597271349335, 144.92129021842044",3167,3,1,Council Minor,20210923,109,Sambell Walk between Mercantile Parade and Sambell Street
1017,22727,"-37.83783198903259, 144.9826146064337",1127,1,1,Arterial,20210923,302,Intersection of Toorak Road and Leopold Street
4030,23309,"-37.821330169722955, 144.9463411338555",526,2,1,Council Major,20210923,389,Intersection of Collins Street and Navigation Drive
3867,30813,"-37.812305381455324, 144.98386284080334",119766,4,1,Private,20210923,853,Verona Lane
1044,22753,"-37.843658954909074, 144.98439429161454",965,2,1,Council Major,20210923,251,Intersection of Pasley Street and Spring Gardens Street
169,30232,"-37.79774166662363, 144.96950316151205",3034,4,1,Private,20210923,11,Pl5269
1735,20638,"-37.79411501899405, 144.97152037337747",3153,3,1,Council Minor,20210923,97,Boneshaker Place from Neill Street
1834,21112,"-37.80622731417889, 144.95954930882576",0,1,1,Arterial,20210923,3424,Intersection of Victoria Street and Elizabeth Street
1489,22592,"-37.79672285248308, 144.95455233477787",1101,2,1,Council Major,20210923,3795,Story Street between Park Drive and Benjamin Street
821,21854,"-37.81126405291734, 144.97504704517112",846,2,1,Council Major,20210923,2298,MacArthur Street between Cathedral Place and St Andrews Place
3487,20135,"-37.81903499627257, 144.95834743888832",635,2,1,Council Major,20210923,4062,Flinders Lane between William Street and King Street
2078,22361,"-37.79360739128013, 144.9567536452187",567,2,1,Council Major,20210923,603,Degraves Street between Fitzgibbon Street and Park Drive
1533,20739,"-37.80642056472905, 144.96520074993384",948,3,1,Council Minor,20210923,931,Orr Street between Victoria Street and Earl Street
2244,21659,"-37.79741732343796, 144.93362201741036",626,2,1,Council Major,20210923,1880,Fink Street between Elizabeth Street and Barrett Street
1566,20542,"-37.806092047100805, 144.96751995354035",583,2,1,Council Major,20210923,6181,Drummond Street between Victoria Street and Queensberry Street
1709,20664,"-37.797946859212864, 144.97257053772688",117833,3,1,Council Minor,20210923,67,Nicholls Lane from Canning Street
829,21594,"-37.809142247662294, 144.9824314783935",1151,1,1,Arterial,20210923,4014,Victoria Parade between Clarendon Street and Eades Street
2076,22359,"-37.79406123187356, 144.95750240303389",120047,3,1,Council Minor,20210923,264,Jageurs Lane between Bayles Street and Degraves Street
665,23185,"-37.79138800677764, 144.92563619607887",119736,3,1,Council Minor,20210923,300,CL0165 between Market Street and Danks Lane
506,23140,"-37.78853859382513, 144.93338186234197",119624,1,1,Arterial,20210923,933,Racecourse Road between Collett Street and Nottingham Street
3357,20367,"-37.81310137820543, 144.96198155668463",1176,3,1,Council Minor,20210923,284,White Hart Lane from Little Bourke Street
3986,22637,"-37.818610835114896, 144.97864841883995",744,1,2,Arterial,20210923,345,Intersection of Jolimont Road and Brunton Avenue
2830,21000,"-37.80289320619293, 144.94814337374086",0,1,1,Arterial,20210923,912,Intersection of Queensberry Street and Curzon Street
