st_marker_id,lon,lat
A699,-73.99134063720702,40.74478149414063
A700,-73.97486877441406,40.7572021484375
A701,-73.98880004882812,40.73670959472656
A702,-73.98065185546875,40.748291015625
A703,-73.99566650390625,40.72342300415039
A704,-74.00420379638672,40.75186920166016
A1705,-73.9822769165039,40.76416015625
A706,-73.9555435180664,40.77961349487305
A707,-73.9862289428711,40.75217056274414
A708,-73.99066162109375,40.7612419128418
A709,-73.98627471923827,40.76171112060546
A710,-73.9923324584961,40.724807739257805
A711,-73.97134399414062,40.7952537536621
A712,-73.9950942993164,40.74489212036133
A713,-73.98418426513672,40.73219680786133
A714,-73.99275970458984,40.75934600830078
A1688,-73.97885131835938,40.740848541259766
A716,-73.98648071289062,40.76660919189453
A717,-73.87293243408203,40.774261474609375
A718,-73.98858642578125,40.69813537597656
A719,-73.98882293701173,40.758522033691406
A720,-73.95259857177734,40.6700553894043
A721,-73.9920883178711,40.71495056152344
A722,-73.78988647460938,40.64362716674805
A723,-73.98445129394531,40.74267959594727
A724,-73.98321533203125,40.78154754638672
A725,-73.9777603149414,40.74237060546875
A726,-73.8659896850586,40.77170181274414
A727,-73.99019622802734,40.76236343383789
A728,-73.98143768310547,40.78084945678711
A729,-73.9851837158203,40.72343063354492
A730,-73.9940414428711,40.74339294433594
A731,-73.99476623535155,40.75027847290039
A732,-73.98302459716798,40.76660537719727
A733,-73.98773193359375,40.74430847167969
A734,-73.99551391601561,40.71711349487305
A735,-73.99990844726561,40.71819305419922
A736,-73.98782348632812,40.73255157470703
A737,-73.9990005493164,40.72794342041016
A738,-73.97212982177734,40.7632293701172
A739,-73.97463226318358,40.79088973999024
A740,-73.97906494140625,40.740455627441406
A741,-73.98082733154298,40.7451286315918
A742,-73.97752380371094,40.75145721435546
A743,-74.00672912597656,40.7303123474121
A744,-73.98592376708984,40.75776290893555
A745,-73.99152374267578,40.750049591064446
A746,-73.98348236083984,40.72613525390625
A747,-74.0058364868164,40.745471954345696
A748,-73.97178649902342,40.76325988769531
A749,-73.97698974609375,40.76482009887695
A750,-73.98397827148438,40.74238967895508
A751,-73.99465179443358,40.71044158935546
A752,-73.9915771484375,40.726875305175774
A753,-73.9883270263672,40.731231689453125
A754,-74.00263214111328,40.7218132019043
A755,-73.99253845214845,40.769020080566406
A756,-73.97083282470702,40.75164794921875
A757,-74.00498962402342,40.71894454956056
A758,-73.99669647216798,40.75275039672852
A759,-73.98707580566406,40.7642936706543
A760,-73.95146942138672,40.775196075439446
A761,-73.97747039794923,40.726028442382805
A762,-73.98750305175781,40.7552490234375
A763,-73.95771789550781,40.71596908569336
A764,-73.95589447021484,40.77986526489258
A765,-73.95012664794923,40.771968841552734
A766,-73.95601654052734,40.77608871459961
A767,-73.98372650146483,40.725860595703125
A768,-74.00170135498048,40.756362915039055
A769,-73.98486328125,40.73250198364258
A770,-73.95718383789062,40.772579193115234
A771,-73.97072601318358,40.75607681274414
A772,-73.98213195800781,40.77130126953125
A773,-73.79122924804686,40.64596557617188
A774,-73.94876098632812,40.81351089477539
A775,-74.0045166015625,40.73772048950195
A776,-73.78999328613281,40.64699172973633
A777,-73.98203277587889,40.75237274169922
A778,-73.99660491943358,40.7534294128418
A779,-74.01009368896483,40.7187385559082
A780,-73.9927978515625,40.7524871826172
A781,-73.98727416992188,40.76024627685546
A782,-73.99358367919923,40.762222290039055
A783,-73.98171997070312,40.764591217041016
A784,-73.94813537597656,40.711231231689446
A785,-73.96823120117188,40.755409240722656
A786,-73.96705627441406,40.709819793701165
A787,-73.95675659179686,40.771610260009766
A788,-73.98056793212889,40.76471710205078
A789,-73.98269653320312,40.7310905456543
A790,-74.00110626220702,40.73672103881836
A791,-73.9846420288086,40.74266052246094
A792,-74.00555419921875,40.7406120300293
A793,-73.9832534790039,40.72223281860352
A794,-73.97037506103516,40.75621032714844
A795,-73.96949005126953,40.7574462890625
A796,-73.87110137939453,40.77389144897461
A797,-74.00867462158203,40.7420654296875
A798,-73.98789215087889,40.743873596191406
A799,-74.01042938232422,40.71046829223633
A800,-74.0011978149414,40.73659896850586
A801,-73.98387145996092,40.72932052612305
A802,-73.96426391601561,40.760772705078125
A803,-73.95238494873048,40.77717208862305
A804,-73.97344970703125,40.75276184082031
A805,-73.98834991455078,40.75925827026367
A806,-73.97848510742188,40.75915145874024
A807,-73.99210357666014,40.72576141357422
A808,-73.95368957519531,40.77518844604492
A809,-73.98834991455078,40.745880126953125
A810,-74.00585174560547,40.74021911621094
A811,-73.87269592285155,40.774192810058594
A812,-73.97327423095702,40.7526969909668
A813,-73.98368072509764,40.743900299072266
A814,-73.97586059570312,40.75191879272461
A815,-73.98819732666014,40.72016143798828
A816,-73.98145294189453,40.76875686645508
A817,-73.95687866210938,40.77235794067384
A818,-73.97286224365233,40.74847412109375
A819,-73.97592163085938,40.743900299072266
A820,-73.98654174804686,40.72219467163086
A821,-73.97483825683594,40.79072189331056
A822,-73.98809814453125,40.76409912109375
A823,-73.99647521972656,40.723731994628906
A824,-73.99432373046875,40.73555374145508
A825,-73.98248291015625,40.756717681884766
A826,-73.9925765991211,40.74535751342773
A827,-73.9910888671875,40.76057052612305
A828,-73.97189331054686,40.75136184692384
A829,-73.99478912353516,40.750347137451165
A830,-73.97761535644531,40.784217834472656
A831,-73.95230865478516,40.777000427246094
A832,-73.9871826171875,40.72182083129882
A833,-73.99797821044923,40.714454650878906
A834,-73.99101257324217,40.7510986328125
A835,-73.99149322509764,40.75014877319336
A836,-73.98759460449217,40.72128677368164
A837,-74.00565338134764,40.73761367797852
A838,-73.92970275878906,40.74517822265625
A839,-73.98204803466798,40.775100708007805
A840,-74.00831604003906,40.74044036865234
A841,-73.99259185791014,40.73067855834961
A842,-73.99285888671875,40.72441101074219
A843,-73.99472045898438,40.690338134765625
A844,-73.99152374267578,40.72965240478516
A845,-73.98944854736328,40.73004150390625
A846,-73.96583557128906,40.71356964111328
A847,-73.91988372802734,40.75931930541992
A848,-73.98182678222656,40.77822494506836
A849,-73.99209594726561,40.725940704345696
A850,-73.95907592773438,40.80955123901367
A851,-73.98836517333984,40.76412963867188
A852,-73.9871597290039,40.729400634765625
A853,-74.00916290283203,40.72597885131836
A854,-73.95658111572266,40.77138519287109
A855,-73.98062896728516,40.74764251708984
A856,-74.00511169433594,40.71955490112305
A857,-73.98410034179686,40.75558090209961
A858,-73.99608612060547,40.72415542602539
A859,-73.98707580566406,40.72508239746094
A860,-73.99038696289062,40.760841369628906
A861,-73.97400665283203,40.7519416809082
A862,-73.9822540283203,40.76858139038086
A863,-74.00001525878906,40.730571746826165
A864,-73.95536804199219,40.690860748291016
A865,-73.97757720947266,40.76594543457031
A866,-73.99732208251953,40.72187042236328
A867,-73.97870635986328,40.77824020385742
A868,-73.88526916503906,40.77304458618164
A869,-73.99468994140625,40.75017547607422
A870,-73.9552993774414,40.76393127441406
A871,-73.99226379394531,40.71522521972656
A872,-73.98899841308595,40.74385452270508
A873,-73.7766876220703,40.6453514099121
A874,-73.97135162353516,40.75126647949219
A875,-73.96666717529298,40.804492950439446
A876,-73.9886016845703,40.74889755249024
A877,-74.00126647949219,40.73645782470703
A878,-73.93052673339844,40.80862808227539
A879,-73.98908233642578,40.716827392578125
A880,-73.9992446899414,40.744171142578125
A881,-73.97705841064453,40.7412338256836
A882,-73.9851837158203,40.75979232788086
A883,-73.99160766601561,40.72683334350586
A884,-73.96118927001953,40.8118553161621
A885,-73.99469757080078,40.69487762451172
A886,-73.991943359375,40.73786926269531
A887,-73.9941177368164,40.74114990234375
A888,-73.9356689453125,40.79556655883789
A889,-73.99391174316406,40.74121856689453
A890,-73.99346923828125,40.76047134399414
A891,-74.00135040283203,40.7360954284668
A892,-74.001953125,40.729976654052734
A893,-73.99991607666014,40.726856231689446
A894,-73.9876937866211,40.74398040771485
A895,-73.99317169189453,40.72014999389648
A896,-73.98820495605469,40.75919723510742
A897,-73.98299407958984,40.73054122924805
A898,-73.98480987548828,40.736377716064446
A899,-73.99137115478516,40.750164031982415
A900,-73.99083709716798,40.76082229614258
A901,-73.95075225830078,40.77660369873047
A902,-73.96757507324217,40.75635147094727
A903,-73.9881591796875,40.75698471069336
A904,-73.86176300048828,40.76680374145508
A905,-73.99205017089844,40.7258415222168
A906,-73.98589324951173,40.72684860229492
A907,-73.96247100830078,40.7589111328125
A908,-73.9851837158203,40.76384735107422
A909,-73.79019165039062,40.64680862426758
A910,-73.8728256225586,40.77411651611328
A911,-73.99565887451173,40.72663879394531
A912,-73.97125244140625,40.75820159912109
A913,-73.8738021850586,40.773807525634766
A914,-73.97982788085938,40.75537872314453
A915,-73.9541015625,40.788101196289055
A916,-73.98587036132812,40.75773620605469
A917,-73.95423126220702,40.76406478881836
A918,-73.96981048583984,40.75722885131836
A919,-73.9612808227539,40.806251525878906
A920,-73.9812774658203,40.78097152709961
A921,-73.9544906616211,40.7779426574707
A922,-73.99932098388672,40.72826385498047
A923,-74.00593566894531,40.73593521118164
A924,-74.00723266601561,40.72822952270508
A925,-73.97657775878906,40.76519775390625
A926,-73.95699310302734,40.76641082763672
A927,-73.95368957519531,40.7440185546875
A928,-74.01348114013672,40.708641052246094
A929,-73.98845672607422,40.74861526489258
A930,-73.9950180053711,40.7280158996582
A931,-73.86590576171875,40.77143478393555
A932,-73.98897552490233,40.721588134765625
A933,-73.97332763671875,40.756324768066406
A934,-73.98641204833984,40.72238159179688
A935,-73.98773956298828,40.73810958862305
A936,-73.96379089355469,40.797977447509766
A937,-73.9808349609375,40.75043487548828
A938,-73.87097930908203,40.77381896972656
A939,-73.9994125366211,40.726806640625
A940,-73.98737335205078,40.72897720336913
A941,-73.98716735839844,40.738895416259766
A942,-73.97209930419923,40.786670684814446
A943,-74.0006332397461,40.73080825805664
A944,-73.7766876220703,40.64523696899414
A945,-74.005859375,40.720191955566406
A946,-73.98963928222656,40.76046752929688
A947,-73.97799682617188,40.74177169799805
A948,-73.97725677490233,40.74296188354492
A949,-73.99270629882812,40.7240104675293
A950,-73.99657440185547,40.76333999633789
A951,-73.97578430175781,40.758819580078125
A952,-74.00299072265625,40.71818542480469
A953,-73.98284912109375,40.769241333007805
A954,-73.9822006225586,40.774429321289055
A955,-74.0011215209961,40.731388092041016
A956,-73.98704528808595,40.72250747680664
A957,-73.9729766845703,40.74898910522461
A958,-73.98960876464844,40.73981857299805
A959,-73.96131134033203,40.760589599609375
A960,-74.00475311279298,40.74179458618164
A961,-73.98584747314453,40.72285842895508
A962,-73.95669555664062,40.73356628417969
A963,-73.9865493774414,40.76678085327149
A964,-73.96240234375,40.68059158325195
A965,-73.95466613769531,40.786426544189446
A966,-73.94905853271484,40.78165817260742
A967,-73.95370483398438,40.77520751953125
A968,-73.9920883178711,40.753902435302734
A969,-73.99674987792967,40.7425537109375
A970,-73.99131011962889,40.723899841308594
A971,-73.98066711425781,40.74681854248047
A972,-74.00836181640625,40.72591018676758
A973,-73.99308013916014,40.7415771484375
A974,-74.00166320800781,40.73076629638672
A975,-73.99273681640625,40.747928619384766
A976,-73.9854736328125,40.76327896118164
A977,-73.9918441772461,40.74542236328125
A978,-73.97512817382812,40.75239944458008
A979,-73.9783477783203,40.76673126220703
A980,-73.985595703125,40.74411010742188
A981,-74.00141143798828,40.735939025878906
A982,-74.01056671142578,40.701908111572266
A983,-73.9756317138672,40.74435043334961
A984,-73.98648071289062,40.74604415893555
A985,-74.00736236572266,40.733009338378906
A986,-73.98570251464844,40.719287872314446
A987,-73.95863342285155,40.76873016357422
A988,-73.98921203613281,40.73664474487305
A989,-73.94794464111328,40.774707794189446
A990,-73.9835205078125,40.72291946411133
A991,-73.98792266845702,40.7377815246582
A992,-73.95274353027344,40.798439025878906
A993,-74.00047302246092,40.72875595092773
A994,-73.99352264404298,40.7457160949707
A995,-74.01404571533203,40.70806503295898
A996,-73.9825668334961,40.7304801940918
A997,-73.96381378173827,40.765380859375
A998,-73.99101257324217,40.716590881347656
A999,-73.98104095458984,40.78450012207031
