st_marker_id,lon,lat
A227,-74.00441741943358,40.721168518066406
A228,-73.98954772949219,40.75794219970703
A229,-73.95037078857422,40.77150344848633
A230,-73.9990234375,40.7445182800293
A231,-73.88534545898438,40.773113250732415
A232,-73.98880767822266,40.72985076904297
A233,-73.99636840820312,40.76340866088867
A234,-73.98609924316406,40.75085067749024
A235,-73.97727203369139,40.78450012207031
A236,-73.97307586669923,40.75648498535156
A237,-73.98948669433594,40.769508361816406
A238,-74.0059051513672,40.71390151977539
A239,-73.98749542236328,40.765438079833984
A240,-73.99217224121092,40.73786926269531
A241,-73.98938751220702,40.75873947143555
A242,-73.99671173095702,40.73733139038086
A243,-73.98306274414062,40.78194808959961
A244,-74.00099182128906,40.73683547973633
A245,-73.9884262084961,40.75493621826172
A246,-73.98213958740233,40.77852249145508
A247,-73.98311614990233,40.76778030395508
A248,-73.98125457763672,40.78153610229492
A249,-73.952880859375,40.780250549316406
A250,-73.98748779296875,40.72165298461913
A251,-73.78913879394531,40.64283752441406
A252,-73.99331665039062,40.75265884399414
A253,-73.9856185913086,40.74713897705078
A254,-73.98782348632812,40.74388122558594
A255,-73.98104858398438,40.77431106567384
A256,-74.0107879638672,40.70302963256836
A257,-73.9961395263672,40.75872421264648
A258,-73.98784637451173,40.72834396362305
A259,-73.98867797851561,40.71931838989258
A260,-73.92510986328125,40.69123840332031
A261,-73.99472045898438,40.74536895751953
A262,-73.98102569580078,40.764663696289055
A263,-73.9747543334961,40.793304443359375
A264,-73.95372009277344,40.77518081665039
A265,-73.98885345458984,40.774017333984375
A266,-74.00749969482422,40.72576904296875
A267,-73.96044921875,40.76977157592773
A268,-73.97886657714845,40.74065017700195
A269,-73.9905014038086,40.75285720825195
A270,-73.98158264160156,40.71458053588867
A271,-74.01396179199219,40.70661544799805
A272,-73.95928955078125,40.81974411010742
A273,-73.99109649658203,40.76044464111328
A274,-73.99896240234375,40.7341194152832
A275,-73.99342346191406,40.74892807006836
A276,-73.94799041748048,40.77467727661133
A277,-73.95661926269531,40.775390625
A278,-73.7880630493164,40.64162063598633
A279,-74.00115966796875,40.73096466064453
A280,-74.01138305664062,40.71493911743164
A281,-73.98606109619139,40.75749969482422
A282,-73.94078826904298,40.79306411743164
A283,-73.98091888427734,40.72498321533203
A284,-73.97520446777344,40.74942398071289
A285,-73.98209381103516,40.727821350097656
A286,-73.99597930908203,40.75406265258789
A287,-73.981201171875,40.77413940429688
A288,-73.97703552246092,40.77685546875
A289,-73.95034790039062,40.77981185913086
A290,-73.98571014404298,40.73541641235352
A291,-73.98180389404298,40.74970626831056
A292,-73.91567993164062,40.77212905883789
A293,-73.960693359375,40.77000045776367
A294,-73.98745727539062,40.73287963867188
A295,-73.98548126220702,40.747257232666016
A296,-74.00149536132812,40.73604202270508
A297,-73.77669525146483,40.64542388916016
A298,-73.98181915283203,40.743141174316406
A299,-73.99166107177734,40.726856231689446
A300,-73.98709106445312,40.72224426269531
A301,-73.98747253417967,40.759571075439446
A302,-74.00286102294923,40.73962020874024
A303,-73.97378540039062,40.789375305175774
A304,-73.98831939697266,40.72357940673828
A305,-74.0042724609375,40.733448028564446
A306,-74.00617218017578,40.74239730834961
A307,-73.9955825805664,40.76013946533203
A308,-73.9797134399414,40.73937225341797
A309,-73.98606872558594,40.75879669189453
A310,-73.96981811523438,40.756961822509766
A311,-73.98771667480467,40.72419738769531
A312,-73.9994125366211,40.7276611328125
A313,-74.00242614746092,40.75528335571289
A314,-73.87255859375,40.77425003051758
A315,-73.98772430419923,40.751567840576165
A316,-73.78868103027342,40.64105987548828
A317,-73.98433685302734,40.720516204833984
A318,-73.98780059814453,40.68820190429688
A319,-73.95297241210938,40.7783203125
A320,-73.98390197753906,40.7596435546875
A321,-74.00899505615233,40.70724868774414
A322,-73.98148345947266,40.7646942138672
A323,-74.00408172607422,40.74270248413086
A324,-73.98391723632812,40.7440185546875
A325,-73.98275756835938,40.76431274414063
A326,-73.98580169677734,40.74761962890625
A327,-73.98005676269531,40.75475311279297
A328,-73.98495483398438,40.76908493041992
A329,-74.00072479248048,40.72982025146485
A330,-73.98821258544923,40.722938537597656
A331,-73.98292541503906,40.7557487487793
A332,-73.98204040527344,40.728530883789055
A333,-73.99462127685547,40.75027084350586
A334,-73.99000549316406,40.760684967041016
A335,-73.9813232421875,40.72497177124024
A336,-73.98973846435547,40.72962951660156
A337,-73.96502685546875,40.75983810424805
A338,-73.97604370117188,40.751811981201165
A339,-74.00541687011719,40.73994827270508
A340,-73.98197174072266,40.762405395507805
A341,-73.98456573486328,40.73688125610352
A342,-73.96865844726561,40.75775146484375
A343,-73.97203063964845,40.75398635864258
A344,-73.99732971191406,40.72156524658203
A345,-73.98764038085938,40.72136688232422
A346,-73.99371337890625,40.74163818359375
A347,-73.9864730834961,40.73033142089844
A348,-73.97822570800781,40.74325180053711
A349,-73.98681640625,40.742923736572266
A350,-73.95836639404298,40.713088989257805
A351,-73.99280548095702,40.7581787109375
A352,-73.98744201660156,40.76530838012695
A353,-73.95518493652342,40.765621185302734
A354,-73.97847747802734,40.683940887451165
A355,-74.00734710693358,40.743518829345696
A356,-74.00618743896483,40.71725845336913
A357,-73.98090362548828,40.6850471496582
A358,-73.98589324951173,40.726829528808594
A359,-73.98749542236328,40.75038146972656
A360,-74.00675201416014,40.730464935302734
A361,-73.91889190673827,40.75908660888672
A362,-73.86524963378906,40.76845932006836
A363,-73.94786071777344,40.77920150756836
A364,-74.00414276123048,40.74277114868164
A365,-73.96913146972656,40.76333618164063
A366,-73.96778106689453,40.8019905090332
A367,-73.9911117553711,40.74534606933594
A368,-73.98119354248048,40.75919723510742
A369,-74.00555419921875,40.73995208740234
A370,-73.98385620117188,40.74414825439453
A371,-73.97550964355469,40.752307891845696
A372,-73.99242401123048,40.72893524169922
A373,-73.99984741210938,40.71818923950195
A374,-74.00581359863281,40.750675201416016
A375,-73.970947265625,40.758392333984375
A376,-73.87100219726561,40.77385330200195
A377,-73.95172882080078,40.723388671875
A378,-73.99134063720702,40.73505401611328
A379,-73.9817886352539,40.72425079345703
A380,-73.97921752929686,40.750267028808594
A381,-73.98046875,40.7343864440918
A382,-73.97906494140625,40.72989654541016
A383,-73.98429107666014,40.69562149047852
A384,-74.00891876220702,40.713844299316406
A385,-73.9823989868164,40.767681121826165
A386,-73.97702026367188,40.68359375
A387,-73.99127197265625,40.74998092651367
A388,-73.97032165527342,40.75582885742188
A389,-73.99295806884764,40.7480697631836
A390,-73.98099517822266,40.7295379638672
A391,-73.98909759521484,40.73659896850586
A392,-73.98717498779298,40.695816040039055
A393,-73.99198913574217,40.72647476196289
A394,-73.97356414794923,40.760078430175774
A395,-73.98716735839844,40.72510528564453
A396,-73.99285125732422,40.73578643798828
A397,-73.96345520019531,40.77510833740234
A398,-74.00747680664062,40.74355316162109
A399,-73.96166229248048,40.76032257080078
A400,-73.99079132080078,40.73387145996094
A401,-73.78971099853516,40.64691162109375
A402,-73.99205017089844,40.730953216552734
A403,-73.96201324462889,40.70977783203125
A404,-74.00315856933594,40.727493286132805
A405,-73.78189849853516,40.6445198059082
A406,-73.97750091552734,40.766632080078125
A407,-73.9852294921875,40.75814056396485
A408,-73.98801422119139,40.74788284301758
A409,-73.98390197753906,40.758209228515625
A410,-74.00662994384764,40.73109436035156
A411,-73.98561096191406,40.74720001220703
A412,-73.97122955322266,40.68950653076172
A413,-74.0022964477539,40.739707946777344
A414,-73.97455596923827,40.68004608154297
A415,-73.98648071289062,40.747589111328125
A416,-73.94808197021484,40.778911590576165
A417,-73.994384765625,40.73537826538086
A418,-73.99797821044923,40.74103164672852
A419,-74.00251007080078,40.72651290893555
A420,-73.9725570678711,40.78593444824219
A421,-73.98857879638672,40.748565673828125
A422,-73.98218536376953,40.74576568603516
A423,-73.98623657226561,40.76709365844727
A424,-73.99085235595702,40.75049209594727
A425,-73.98192596435547,40.77294158935546
A426,-73.9700469970703,40.79956817626953
A427,-73.99712371826173,40.722198486328125
A428,-74.00923919677734,40.725833892822266
A429,-73.99127197265625,40.71604919433594
A430,-73.9771957397461,40.76333618164063
A431,-73.96697235107422,40.80393981933594
A432,-73.98699951171875,40.7371482849121
A433,-73.99361419677734,40.74159240722656
A434,-74.00460815429686,40.74216842651367
A435,-73.98507690429686,40.74225234985352
A436,-73.98838043212889,40.731536865234375
A437,-73.99331665039062,40.71997833251953
A438,-74.00100708007811,40.72585678100586
A439,-73.99195861816406,40.76478958129882
A440,-73.9788589477539,40.75041961669922
A441,-73.96858978271484,40.76197814941406
A442,-73.97542572021484,40.65496444702149
A443,-74.00067138671875,40.747108459472656
A444,-73.97606658935547,40.78630065917969
A445,-73.99022674560547,40.76167678833008
A446,-73.98979187011719,40.76054382324219
A447,-73.97828674316406,40.766300201416016
A448,-73.96038055419923,40.76141357421875
A449,-73.9503402709961,40.77157211303711
A450,-73.98827362060547,40.738616943359375
A451,-73.98429870605469,40.74878692626953
A452,-73.99661254882812,40.763309478759766
A453,-73.98741912841797,40.74169158935546
A454,-73.99540710449217,40.74435424804688
A455,-73.99215698242188,40.725711822509766
A456,-74.0052719116211,40.72568130493164
A457,-73.9911880493164,40.73337173461913
A458,-73.98885345458984,40.76364135742188
A459,-73.99513244628906,40.72512435913086
A460,-73.98604583740233,40.72259140014648
A461,-73.98728942871094,40.75558090209961
A462,-73.97506713867188,40.7530403137207
A463,-74.00146484375,40.727813720703125
A464,-73.95204162597656,40.77781677246094
A465,-73.98636627197266,40.7219352722168
A466,-73.98291778564453,40.77181243896485
A467,-73.99748229980467,40.74661636352539
A468,-73.99188995361328,40.75242614746094
A469,-73.98282623291014,40.74362182617188
A470,-73.98745727539062,40.733001708984375
A471,-73.97099304199217,40.75521087646485
A472,-73.9861068725586,40.734649658203125
A473,-73.98111724853516,40.763233184814446
A474,-73.99237060546875,40.72504806518555
A475,-73.98088073730467,40.7598762512207
A476,-73.97962951660156,40.74642181396485
A477,-74.00556945800781,40.72574615478516
A478,-73.95088195800781,40.77907180786133
A479,-73.97831726074217,40.76650619506836
A480,-74.0103759765625,40.71833419799805
A481,-74.00708770751953,40.71609878540039
A482,-73.95764923095702,40.70827102661133
A483,-74.0042724609375,40.742385864257805
A484,-74.00521087646483,40.71956634521485
A485,-73.98505401611328,40.73622131347656
A486,-73.94664764404298,40.78068923950195
A487,-74.00660705566406,40.73376083374024
A488,-73.9693603515625,40.79799270629882
A489,-73.99932098388672,40.728328704833984
A490,-73.99239349365233,40.73468017578125
A491,-73.87109375,40.77385330200195
A492,-73.94831848144531,40.77443313598633
A493,-73.98326110839844,40.74402618408203
A494,-73.9671401977539,40.7563934326172
A495,-73.9599609375,40.76242065429688
A496,-73.99243927001953,40.73063659667969
A497,-74.00401306152342,40.742069244384766
A498,-73.98408508300781,40.72550582885742
A499,-73.96624755859375,40.753662109375
A500,-74.00566101074217,40.740631103515625
A501,-73.79057312011719,40.64485931396485
A502,-73.97708129882812,40.78007125854492
A503,-73.99198913574217,40.758182525634766
A504,-73.98576354980467,40.76224136352539
A505,-73.95597839355469,40.70924377441406
A506,-73.98158264160156,40.764324188232415
A507,-74.00619506835938,40.73395538330078
A508,-73.978759765625,40.75721740722656
A509,-74.01669311523438,40.704788208007805
A510,-73.97469329833984,40.750038146972656
A511,-73.98160552978516,40.767311096191406
A512,-73.94133758544923,40.79196166992188
A513,-73.97888946533203,40.750015258789055
A514,-73.99120330810547,40.74517059326172
A515,-73.9875717163086,40.72439956665039
A516,-73.97825622558594,40.76670837402344
A517,-73.99552154541014,40.74918365478516
A518,-73.9891357421875,40.76331329345703
A519,-73.98223876953125,40.751121520996094
A520,-73.78211212158203,40.644752502441406
A521,-74.01165771484375,40.708290100097656
A522,-73.98484802246092,40.74851989746094
A523,-73.98691558837889,40.75562286376953
A524,-73.99983978271484,40.73317337036133
A525,-73.98504638671875,40.72745895385742
A526,-74.00006866455078,40.74354934692384
A527,-73.975830078125,40.745071411132805
A528,-73.9949951171875,40.74966049194336
A529,-73.99052429199219,40.6866340637207
A530,-73.99027252197266,40.76080322265625
A531,-73.98831176757811,40.73736572265625
A532,-73.99059295654298,40.74195098876953
A533,-73.97830963134764,40.744876861572266
A534,-73.99423980712889,40.751556396484375
A535,-74.00312042236328,40.74416732788086
A536,-73.99049377441406,40.75740432739258
A537,-73.99784851074217,40.71693420410156
A538,-74.00823974609375,40.74055480957031
A539,-74.00605010986328,40.71759033203125
A540,-73.87308502197266,40.774028778076165
A541,-74.00056457519531,40.717323303222656
A542,-73.98587036132812,40.758567810058594
A543,-73.99821472167967,40.74551010131836
A544,-73.98190307617188,40.77286911010742
A545,-73.97997283935547,40.75984954833984
A546,-73.95465087890625,40.6867561340332
A547,-73.77708435058595,40.64637756347656
A548,-73.93443298339844,40.69855880737305
A549,-73.9955062866211,40.72489929199219
A550,-73.98883056640625,40.71718215942384
A551,-73.96238708496092,40.77027130126953
A552,-73.98523712158203,40.7595100402832
A553,-74.00569915771484,40.72575378417969
A554,-73.98346710205078,40.75640869140625
A555,-73.97616577148438,40.763973236083984
A556,-74.00066375732422,40.72897720336913
A557,-73.98100280761719,40.72947692871094
A558,-73.86610412597656,40.77114868164063
A559,-73.97399139404298,40.757110595703125
A560,-73.9512176513672,40.778541564941406
A561,-73.9925079345703,40.71889114379882
A562,-73.78922271728516,40.64763259887695
A563,-73.98187255859375,40.72827911376953
A564,-73.99897766113281,40.72003555297852
A565,-73.99552154541014,40.76470184326172
A566,-74.00721740722656,40.741188049316406
A567,-73.9871597290039,40.74417495727539
A568,-73.983642578125,40.74422836303711
A569,-74.00889587402342,40.7161521911621
A570,-73.99360656738281,40.7210807800293
A571,-73.98238372802734,40.72335815429688
A572,-73.9996795654297,40.72838973999024
A573,-73.97113037109375,40.75864028930664
A574,-73.98983764648438,40.75659942626953
A575,-74.00625610351561,40.73159790039063
A576,-73.98950958251953,40.680000305175774
A577,-74.00070953369139,40.72067260742188
A578,-73.95919799804686,40.65273666381836
A579,-73.99073028564453,40.724468231201165
A580,-73.98680877685547,40.72918701171875
A581,-73.98602294921875,40.75698852539063
A582,-73.98900604248048,40.76022338867188
A583,-73.95763397216798,40.71767807006836
A584,-73.96870422363281,40.75825119018555
A585,-73.96259307861328,40.767120361328125
A586,-74.00878143310547,40.713428497314446
A587,-73.96050262451173,40.77049255371094
A588,-73.87316131591797,40.77412033081056
A589,-73.98914337158203,40.758010864257805
A590,-74.00665283203125,40.713733673095696
A591,-73.98019409179686,40.7425193786621
A592,-73.98023986816406,40.75910568237305
A593,-73.99578857421875,40.75975036621094
A594,-73.98448181152342,40.750099182128906
A595,-73.96602630615233,40.758262634277344
A596,-73.9827651977539,40.750930786132805
A597,-74.00295257568358,40.72824096679688
A598,-73.99686431884764,40.76296615600586
A599,-73.98037719726561,40.726295471191406
A600,-73.9813232421875,40.724979400634766
A601,-73.96737670898438,40.756057739257805
A602,-73.98446655273438,40.740013122558594
A603,-74.006591796875,40.738094329833984
A604,-73.97755432128906,40.7564697265625
A605,-74.00330352783203,40.738933563232415
A606,-73.97832489013672,40.74486541748047
A607,-73.96393585205078,40.76137161254882
A608,-73.98950958251953,40.7358512878418
A609,-73.86309814453125,40.76985168457031
A610,-73.98863983154298,40.74860000610352
A611,-73.99408721923827,40.72673416137695
A612,-73.98405456542967,40.72525787353516
A613,-74.00754547119139,40.725982666015625
A614,-73.98399353027342,40.75524139404297
A615,-74.00012969970702,40.74292755126953
A616,-74.00821685791014,40.73688888549805
A617,-73.99423980712889,40.7426986694336
A618,-73.95174407958984,40.77370071411133
A619,-73.98152160644531,40.76470947265625
A620,-74.00559234619139,40.74072265625
A621,-73.97990417480467,40.77585983276367
A622,-73.9889144897461,40.743953704833984
A623,-73.9876251220703,40.732696533203125
A624,-73.97827911376953,40.76662063598633
A625,-73.97449493408203,40.765430450439446
A626,-73.97708892822266,40.7263298034668
A627,-73.99430084228516,40.7613525390625
A628,-73.97215270996092,40.75982284545898
A629,-73.98621368408203,40.72209548950195
A630,-74.0071792602539,40.71592712402344
A631,-73.9826431274414,40.76179122924805
A632,-73.9850311279297,40.7791404724121
A633,-73.99082946777342,40.76089859008789
A634,-73.9919662475586,40.72576522827149
A635,-73.99029541015625,40.718841552734375
A636,-74.00665283203125,40.74403381347656
A637,-73.95713043212889,40.8019905090332
A638,-73.9850311279297,40.74200820922852
A639,-73.98844146728516,40.727405548095696
A640,-73.99364471435547,40.75698471069336
A641,-74.00254821777344,40.73410034179688
A642,-73.97083282470702,40.75555038452149
A643,-74.00281524658203,40.72810745239258
A644,-73.9857177734375,40.73823165893555
A645,-74.00199127197266,40.72441864013672
A646,-73.78096008300781,40.6450653076172
A647,-73.87089538574217,40.773792266845696
A648,-73.97370910644531,40.76416397094727
A649,-73.98731994628906,40.733154296875
A650,-73.97318267822266,40.75792694091797
A651,-73.95552825927734,40.714088439941406
A652,-73.99842071533203,40.7338981628418
A653,-74.00250244140625,40.73971176147461
A654,-73.97274780273438,40.75279998779297
A655,-73.98422241210938,40.756980895996094
A656,-74.00971221923827,40.738128662109375
A657,-73.96880340576173,40.759254455566406
A658,-73.9894027709961,40.7180290222168
A659,-73.968017578125,40.79228973388672
A660,-73.9853286743164,40.74747085571289
A661,-73.98802185058595,40.754390716552734
A662,-73.8709487915039,40.77368927001953
A663,-73.97413635253906,40.75104904174805
A664,-73.93193817138672,40.69738006591797
A665,-73.9418716430664,40.8383903503418
A666,-73.99629211425781,40.732383728027344
A667,-73.99285888671875,40.7568473815918
A668,-73.98942565917967,40.748043060302734
A669,-74.00594329833984,40.73570251464844
A670,-74.0020751953125,40.734912872314446
A671,-73.99074554443358,40.72818756103516
A672,-73.98258209228516,40.7677001953125
A673,-74.00753784179686,40.72579193115234
A674,-73.99230194091797,40.747661590576165
A675,-73.97238922119139,40.75944900512695
A676,-73.96503448486328,40.75939178466797
A677,-73.99012756347656,40.72004699707031
A678,-73.99416351318358,40.746196746826165
A679,-73.97477722167967,40.759368896484375
A680,-73.9866943359375,40.73003768920898
A681,-73.98899841308595,40.75836944580078
A682,-73.98899841308595,40.75338745117188
A683,-73.97423553466798,40.76354217529297
A684,-73.97242736816406,40.793983459472656
A685,-73.96681976318358,40.756591796875
A686,-73.9886703491211,40.764041900634766
A687,-74.00245666503906,40.7265510559082
A688,-74.00814056396483,40.71692657470703
A689,-73.98113250732422,40.73383331298828
A690,-73.9761962890625,40.75115966796875
A691,-73.96844482421875,40.76232147216797
A692,-73.87096405029298,40.77378845214844
A693,-73.98356628417967,40.74707794189453
A694,-73.98770141601561,40.74074172973633
A695,-73.96134948730467,40.762603759765625
A696,-73.95677185058595,40.786651611328125
A697,-73.95591735839844,40.77218246459961
A698,-73.98214721679686,40.75991439819336
