street_marker,RequestTime,tripDistance,aim_marker,lon,lat
A84,0,600.0,A1084,-73.9611587524414,40.76910400390625
A85,0,1100.0,A1085,-73.97722625732422,40.75308227539063
A86,0,880.0,A1086,-73.99263000488281,40.71999740600586
A87,0,5550.0,A1087,-74.00707244873048,40.7441864013672
A88,0,1240.0,A1088,-73.98493957519531,40.74227142333984
A89,0,1000.0,A1089,-73.98917388916014,40.74845504760742
A90,0,960.0,A1090,-73.97624969482422,40.7398567199707
A91,0,4300.0,A1091,-73.9984130859375,40.74525833129882
A92,0,1790.0,A1092,-73.95969390869139,40.782501220703125
A93,0,500.0,A1093,-73.95655059814453,40.77066040039063
A94,0,800.0,A1094,-73.97313690185547,40.75535583496094
A95,0,900.0,A1095,-73.98439025878906,40.7249870300293
A96,0,1700.0,A1096,-73.98120880126953,40.77936935424805
A97,0,6310.0,A1097,-73.9898681640625,40.73421096801758
A98,0,1080.0,A1098,-73.98745727539062,40.73310089111328
A99,0,2029.9999999999998,A1099,-73.9929962158203,40.7479248046875
A100,0,800.0,A1100,-73.97968292236328,40.73967361450195
A101,0,1010.0,A1101,-73.99349975585938,40.75727081298828
A102,0,1990.0,A1102,-74.00718688964845,40.72721862792969
A103,0,19000.0,A1103,-73.78202056884764,40.64470291137695
A104,0,1560.0,A1104,-73.98194122314453,40.7678108215332
A105,0,2690.0,A1105,-73.9866485595703,40.74000930786133
A106,0,8400.0,A1106,-73.99785614013672,40.74091339111328
A107,0,1140.0,A1107,-73.98167419433594,40.7435417175293
A108,0,600.0,A1108,-73.98506927490233,40.76002883911133
A109,0,6630.0,A1109,-73.98595428466798,40.752265930175774
A110,0,7300.0,A1110,-73.98773956298828,40.728458404541016
A111,0,3800.0,A1111,-73.97211456298828,40.78662109375
A112,0,3500.0,A1112,-74.00194549560547,40.724491119384766
A113,0,3510.0,A1113,-73.99700164794923,40.722694396972656
A114,0,2900.0,A1114,-73.98197937011719,40.77498626708984
A115,0,600.0,A1115,-73.96947479248048,40.75613021850586
A116,0,3090.0,A1116,-74.00442504882812,40.74771499633789
A117,0,1070.0,A1117,-74.00344848632812,40.73868179321289
A118,0,4000.0,A1118,-73.9550552368164,40.801753997802734
A119,0,490.0,A1119,-73.963134765625,40.77483749389648
A120,0,820.0,A1120,-73.9886474609375,40.729000091552734
A121,0,7780.0,A1121,-73.98807525634764,40.72287368774414
A122,0,8200.0,A1122,-73.88536071777342,40.77306365966797
A123,0,3100.0,A1123,-73.98801422119139,40.72138595581056
A124,0,600.0,A1124,-73.9548568725586,40.78038024902344
A125,0,800.0,A1125,-74.00588226318358,40.740142822265625
A126,0,3500.0,A1126,-73.98900604248048,40.75854110717773
A127,0,3400.0,A1127,-73.94744873046875,40.781883239746094
A128,0,3800.0,A1128,-73.99046325683594,40.7458610534668
A129,0,2410.0,A1129,-73.95368957519531,40.78212738037109
A130,0,3120.0,A1130,-73.98023223876953,40.7429313659668
A131,0,18700.0,A1131,-73.77670288085938,40.645267486572266
A132,0,5170.0,A1132,-73.9652328491211,40.755069732666016
A133,0,1850.0,A1133,-73.96910858154298,40.790840148925774
A134,0,2810.0,A1134,-73.98772430419923,40.76028060913086
A135,0,400.0,A1135,-73.98297119140625,40.73078536987305
A136,0,2630.0,A1136,-73.95970916748048,40.71398162841797
A137,0,4980.0,A1137,-73.99227142333984,40.7250862121582
A138,0,9100.0,A1138,-73.99722290039062,40.7192268371582
A139,0,4100.0,A1139,-73.97327423095702,40.7529296875
A140,0,4340.0,A1140,-73.9735107421875,40.75239181518555
A141,0,4000.0,A1141,-73.9753646850586,40.76074600219727
A142,0,500.0,A1142,-73.98255920410156,40.749378204345696
A143,0,590.0,A1143,-73.98229217529298,40.77141571044922
A144,0,19750.0,A1144,-73.78997039794923,40.647071838378906
A145,0,7000.0,A1145,-74.00320434570312,40.72777557373047
A146,0,8830.0,A1146,-73.96218872070312,40.75918960571289
A147,0,720.0,A1147,-73.98587036132812,40.74696731567384
A148,0,2700.0,A1148,-73.97383880615233,40.76317596435546
A149,0,1140.0,A1149,-73.98359680175781,40.74394989013672
A150,0,1810.0,A1150,-73.97203826904298,40.76277160644531
A151,0,4330.0,A1151,-73.99015045166014,40.7619514465332
A152,0,690.0,A1152,-73.9781723022461,40.7834587097168
A153,0,2500.0,A1153,-74.00182342529298,40.74568557739258
A154,0,1300.0,A1154,-74.00444030761719,40.707889556884766
A155,0,6920.0,A1155,-74.00425720214845,40.731178283691406
A156,0,2400.0,A1156,-73.9877700805664,40.72119140625
A157,0,6210.0,A1157,-73.97542572021484,40.78701400756836
A158,0,1150.0,A1158,-73.98361206054686,40.746849060058594
A159,0,6750.0,A1159,-73.97574615478516,40.78654861450195
A160,0,2170.0,A1160,-73.9841537475586,40.68819046020508
A161,0,1000.0,A1161,-73.95186614990233,40.79010391235352
A162,0,3400.0,A1162,-73.96215057373048,40.713260650634766
A163,0,7140.0,A1163,-73.99282836914062,40.73022079467773
A164,0,1690.0,A1164,-73.98496246337889,40.769161224365234
A165,0,5400.0,A1165,-73.9236602783203,40.70721054077149
A166,0,3300.0,A1166,-73.95189666748048,40.76964569091797
A167,0,7940.0,A1167,-73.87088775634764,40.77370071411133
A168,0,14400.0,A1168,-73.7901611328125,40.6469612121582
A169,0,1100.0,A1169,-73.98805236816406,40.72869873046875
A170,0,610.0,A1170,-74.00147247314453,40.73103332519531
A171,0,2500.0,A1171,-73.99442291259764,40.75614929199219
A172,0,970.0,A1172,-73.99712371826173,40.7469596862793
A173,0,3400.0,A1173,-73.99696350097656,40.72063064575195
A174,0,690.0,A1174,-73.98136901855469,40.72993087768555
A175,0,4480.0,A1175,-74.00769805908203,40.71017074584961
A176,0,5620.0,A1176,-74.00226593017578,40.739593505859375
A177,0,4690.0,A1177,-73.95500946044923,40.7734260559082
A178,0,1100.0,A1635,-73.9869842529297,40.73320770263672
A179,0,1460.0,A1179,-73.96753692626953,40.75642013549805
A180,0,4720.0,A1180,-73.98285675048828,40.73550033569336
A181,0,10600.0,A1181,-73.77674102783203,40.64514923095703
A182,0,540.0,A1182,-73.96842956542967,40.7551383972168
A183,0,4940.0,A1183,-73.97840118408203,40.76678085327149
A184,0,5750.0,A1184,-73.99154663085938,40.7269401550293
A185,0,1500.0,A1185,-73.98204040527344,40.77098083496094
A186,0,3000.0,A1186,-73.98564147949219,40.72771453857422
A187,0,6460.0,A1187,-73.95596313476561,40.77595901489258
A188,0,1170.0,A1188,-73.98583984375,40.7470817565918
A189,0,1660.0,A1189,-73.99110412597656,40.745208740234375
A190,0,1100.0,A1190,-73.98817443847656,40.727832794189446
A191,0,6740.0,A1191,-74.0003204345703,40.7304801940918
A192,0,7500.0,A1192,-73.99004364013672,40.7294807434082
A193,0,1270.0,A1193,-73.98703002929686,40.73323059082031
A194,0,330.0,A1194,-73.95277404785155,40.778614044189446
A195,0,1640.0,A1195,-73.95377349853516,40.77089309692384
A196,0,2290.0,A1196,-73.98743438720702,40.73312759399414
A197,0,960.0,A1197,-73.96888732910156,40.7542381286621
A198,0,5320.0,A1198,-74.00788116455078,40.74027633666992
A199,0,7150.0,A1199,-74.00827026367188,40.7412223815918
A200,0,1880.0,A1200,-73.95090484619139,40.77482604980469
A201,0,1600.0,A1201,-73.98818969726561,40.74844741821289
A202,0,2600.0,A1202,-73.94610595703125,40.78169631958008
A203,0,4800.0,A1203,-74.00606536865233,40.73454666137695
A204,0,1000.0,A1204,-73.98020172119139,40.73908996582031
A205,0,2290.0,A1205,-73.97968292236328,40.74966812133789
A206,0,2870.0,A1206,-73.99046325683594,40.75642013549805
A207,0,2300.0,A1207,-73.98857879638672,40.722755432128906
A208,0,1500.0,A1208,-73.99315643310547,40.72269821166992
A209,0,1200.0,A1209,-74.01058959960938,40.720970153808594
A210,0,1100.0,A1210,-73.9338607788086,40.802467346191406
A211,0,8780.0,A1211,-73.9925765991211,40.75191116333008
A212,0,1420.0,A1212,-73.97473907470702,40.76533126831056
A213,0,1620.0,A1213,-74.00002288818358,40.7387580871582
A214,0,1190.0,A1214,-73.9760513305664,40.7447509765625
A215,0,2140.0,A1215,-74.00289154052734,40.73346328735352
A216,0,1960.0,A1216,-73.95278930664062,40.78049850463867
A217,0,490.0,A1217,-73.99910736083984,40.73414993286133
A218,0,4200.0,A1218,-74.00643157958984,40.70844650268555
A219,0,6780.0,A1219,-73.97806549072266,40.7866325378418
A220,0,1200.0,A1220,-73.98596954345702,40.76718521118164
A221,0,1100.0,A1221,-73.99594116210938,40.74433135986328
A222,0,9510.0,A1222,-73.98233032226561,40.76784896850586
A223,0,900.0,A1223,-73.98619079589844,40.730751037597656
A224,0,890.0,A1224,-73.98123168945312,40.74454879760742
A225,0,2380.0,A1225,-74.01061248779298,40.717811584472656
A226,0,1120.0,A1226,-73.98512268066406,40.73226165771485
A227,0,3500.0,A1227,-74.00441741943358,40.721168518066406
A228,0,1700.0,A1228,-73.98954772949219,40.75794219970703
A229,0,4820.0,A1229,-73.95037078857422,40.77150344848633
A230,0,640.0,A1230,-73.9990234375,40.7445182800293
A231,0,7500.0,A1231,-73.88534545898438,40.773113250732415
A232,0,4170.0,A1232,-73.98880767822266,40.72985076904297
A233,0,1200.0,A1233,-73.99636840820312,40.76340866088867
A234,0,5400.0,A1234,-73.98609924316406,40.75085067749024
A235,0,1200.0,A1235,-73.97727203369139,40.78450012207031
A236,0,1300.0,A1236,-73.97307586669923,40.75648498535156
A237,0,3000.0,A1237,-73.98948669433594,40.769508361816406
A238,0,4500.0,A1238,-74.0059051513672,40.71390151977539
A239,0,1800.0,A1239,-73.98749542236328,40.765438079833984
A240,0,3800.0,A1240,-73.99217224121092,40.73786926269531
A241,0,1370.0,A1241,-73.98938751220702,40.75873947143555
A242,0,1690.0,A1242,-73.99671173095702,40.73733139038086
A243,0,2400.0,A1243,-73.98306274414062,40.78194808959961
A244,0,1400.0,A1244,-74.00099182128906,40.73683547973633
A245,0,4100.0,A1245,-73.9884262084961,40.75493621826172
A246,0,640.0,A1246,-73.98213958740233,40.77852249145508
A247,0,6100.0,A1247,-73.98311614990233,40.76778030395508
A248,0,6210.0,A1248,-73.98125457763672,40.78153610229492
A249,0,1070.0,A1249,-73.952880859375,40.780250549316406
A250,0,2800.0,A1250,-73.98748779296875,40.72165298461913
A251,0,18600.0,A1251,-73.78913879394531,40.64283752441406
A252,0,1600.0,A1252,-73.99331665039062,40.75265884399414
A253,0,2600.0,A1253,-73.9856185913086,40.74713897705078
A254,0,730.0,A1254,-73.98782348632812,40.74388122558594
A255,0,3570.0,A1255,-73.98104858398438,40.77431106567384
A256,0,4650.0,A1256,-74.0107879638672,40.70302963256836
A257,0,1400.0,A1257,-73.9961395263672,40.75872421264648
A258,0,2240.0,A1258,-73.98784637451173,40.72834396362305
A259,0,2200.0,A1259,-73.98867797851561,40.71931838989258
A260,0,1400.0,A1260,-73.92510986328125,40.69123840332031
A261,0,2700.0,A1261,-73.99472045898438,40.74536895751953
A262,0,900.0,A1262,-73.98102569580078,40.764663696289055
A263,0,2500.0,A1263,-73.9747543334961,40.793304443359375
A264,0,3900.0,A1264,-73.95372009277344,40.77518081665039
A265,0,5250.0,A1265,-73.98885345458984,40.774017333984375
A266,0,1130.0,A1266,-74.00749969482422,40.72576904296875
A267,0,1320.0,A1267,-73.96044921875,40.76977157592773
A268,0,840.0,A1268,-73.97886657714845,40.74065017700195
A269,0,6920.0,A1269,-73.9905014038086,40.75285720825195
A270,0,970.0,A1270,-73.98158264160156,40.71458053588867
A271,0,8760.0,A1271,-74.01396179199219,40.70661544799805
A272,0,1500.0,A1272,-73.95928955078125,40.81974411010742
A273,0,300.0,A1273,-73.99109649658203,40.76044464111328
A274,0,700.0,A1274,-73.99896240234375,40.7341194152832
A275,0,3700.0,A1275,-73.99342346191406,40.74892807006836
A276,0,2820.0,A1276,-73.94799041748048,40.77467727661133
A277,0,770.0,A1277,-73.95661926269531,40.775390625
A278,0,3900.0,A1278,-73.7880630493164,40.64162063598633
A279,0,8800.0,A1279,-74.00115966796875,40.73096466064453
A280,0,2840.0,A1280,-74.01138305664062,40.71493911743164
A281,0,500.0,A1281,-73.98606109619139,40.75749969482422
A282,0,2610.0,A1282,-73.94078826904298,40.79306411743164
A283,0,4700.0,A1283,-73.98091888427734,40.72498321533203
A284,0,4600.0,A1284,-73.97520446777344,40.74942398071289
A285,0,2440.0,A1285,-73.98209381103516,40.727821350097656
A286,0,6000.0,A1286,-73.99597930908203,40.75406265258789
A287,0,5070.0,A1287,-73.981201171875,40.77413940429688
A288,0,1700.0,A1288,-73.97703552246092,40.77685546875
A289,0,5500.0,A1289,-73.95034790039062,40.77981185913086
A290,0,900.0,A1290,-73.98571014404298,40.73541641235352
A291,0,5800.0,A1291,-73.98180389404298,40.74970626831056
A292,0,2830.0,A1292,-73.91567993164062,40.77212905883789
A293,0,1340.0,A1293,-73.960693359375,40.77000045776367
A294,0,5080.0,A1294,-73.98745727539062,40.73287963867188
A295,0,1000.0,A1295,-73.98548126220702,40.747257232666016
A296,0,1900.0,A1296,-74.00149536132812,40.73604202270508
A297,0,13100.0,A1297,-73.77669525146483,40.64542388916016
A298,0,5800.0,A1298,-73.98181915283203,40.743141174316406
A299,0,600.0,A1299,-73.99166107177734,40.726856231689446
A300,0,1100.0,A1300,-73.98709106445312,40.72224426269531
A301,0,2750.0,A1301,-73.98747253417967,40.759571075439446
A302,0,11410.0,A1302,-74.00286102294923,40.73962020874024
A303,0,2440.0,A1303,-73.97378540039062,40.789375305175774
A304,0,6280.0,A1304,-73.98831939697266,40.72357940673828
A305,0,8800.0,A1305,-74.0042724609375,40.733448028564446
A306,0,2300.0,A1306,-74.00617218017578,40.74239730834961
A307,0,15100.0,A1307,-73.9955825805664,40.76013946533203
A308,0,1590.0,A1308,-73.9797134399414,40.73937225341797
A309,0,8800.0,A1309,-73.98606872558594,40.75879669189453
A310,0,3610.0,A1310,-73.96981811523438,40.756961822509766
A311,0,6170.0,A1311,-73.98771667480467,40.72419738769531
A312,0,2300.0,A1312,-73.9994125366211,40.7276611328125
A313,0,2200.0,A1313,-74.00242614746092,40.75528335571289
A314,0,6600.0,A1314,-73.87255859375,40.77425003051758
A315,0,900.0,A1315,-73.98772430419923,40.751567840576165
A316,0,18380.0,A1316,-73.78868103027342,40.64105987548828
A317,0,2070.0,A1317,-73.98433685302734,40.720516204833984
A318,0,800.0,A1318,-73.98780059814453,40.68820190429688
A319,0,2180.0,A1319,-73.95297241210938,40.7783203125
A320,0,3060.0,A1320,-73.98390197753906,40.7596435546875
A321,0,2580.0,A1321,-74.00899505615233,40.70724868774414
A322,0,640.0,A1322,-73.98148345947266,40.7646942138672
A323,0,2400.0,A1323,-74.00408172607422,40.74270248413086
A324,0,1000.0,A1324,-73.98391723632812,40.7440185546875
A325,0,15100.0,A1325,-73.98275756835938,40.76431274414063
A326,0,5200.0,A1326,-73.98580169677734,40.74761962890625
A327,0,8350.0,A1327,-73.98005676269531,40.75475311279297
A328,0,2900.0,A1328,-73.98495483398438,40.76908493041992
A329,0,5700.0,A1329,-74.00072479248048,40.72982025146485
A330,0,890.0,A1330,-73.98821258544923,40.722938537597656
A331,0,1100.0,A1331,-73.98292541503906,40.7557487487793
A332,0,940.0,A1332,-73.98204040527344,40.728530883789055
A333,0,1700.0,A1333,-73.99462127685547,40.75027084350586
A334,0,1400.0,A1334,-73.99000549316406,40.760684967041016
A335,0,2800.0,A1335,-73.9813232421875,40.72497177124024
A336,0,4480.0,A1336,-73.98973846435547,40.72962951660156
A337,0,1320.0,A1337,-73.96502685546875,40.75983810424805
A338,0,600.0,A1338,-73.97604370117188,40.751811981201165
A339,0,800.0,A1339,-74.00541687011719,40.73994827270508
A340,0,1000.0,A1340,-73.98197174072266,40.762405395507805
A341,0,1290.0,A1341,-73.98456573486328,40.73688125610352
A342,0,920.0,A1342,-73.96865844726561,40.75775146484375
A343,0,1100.0,A1343,-73.97203063964845,40.75398635864258
A344,0,1000.0,A1344,-73.99732971191406,40.72156524658203
A345,0,730.0,A1345,-73.98764038085938,40.72136688232422
A346,0,8420.0,A1346,-73.99371337890625,40.74163818359375
A347,0,6270.0,A1347,-73.9864730834961,40.73033142089844
A348,0,1800.0,A1348,-73.97822570800781,40.74325180053711
A349,0,1300.0,A1349,-73.98681640625,40.742923736572266
A350,0,4510.0,A1350,-73.95836639404298,40.713088989257805
A351,0,6050.0,A1351,-73.99280548095702,40.7581787109375
A352,0,2280.0,A1352,-73.98744201660156,40.76530838012695
A353,0,490.0,A1353,-73.95518493652342,40.765621185302734
A354,0,4600.0,A1354,-73.97847747802734,40.683940887451165
A355,0,300.0,A1355,-74.00734710693358,40.743518829345696
A356,0,2900.0,A1356,-74.00618743896483,40.71725845336913
A357,0,1800.0,A1357,-73.98090362548828,40.6850471496582
A358,0,390.0,A1358,-73.98589324951173,40.726829528808594
A359,0,600.0,A1359,-73.98749542236328,40.75038146972656
A360,0,5200.0,A1360,-74.00675201416014,40.730464935302734
A361,0,800.0,A1361,-73.91889190673827,40.75908660888672
A362,0,10390.0,A1362,-73.86524963378906,40.76845932006836
A363,1,1800.0,A1363,-73.94786071777344,40.77920150756836
A364,1,1720.0,A1364,-74.00414276123048,40.74277114868164
A365,1,1910.0,A1365,-73.96913146972656,40.76333618164063
A366,1,6900.0,A1366,-73.96778106689453,40.8019905090332
A367,1,850.0,A1367,-73.9911117553711,40.74534606933594
A368,1,2800.0,A1368,-73.98119354248048,40.75919723510742
A369,1,1800.0,A1369,-74.00555419921875,40.73995208740234
A370,1,950.0,A1370,-73.98385620117188,40.74414825439453
A371,1,1900.0,A1371,-73.97550964355469,40.752307891845696
A372,1,4100.0,A1372,-73.99242401123048,40.72893524169922
A373,1,5680.0,A1373,-73.99984741210938,40.71818923950195
A374,1,970.0,A1374,-74.00581359863281,40.750675201416016
A375,1,900.0,A1375,-73.970947265625,40.758392333984375
A376,1,8300.0,A1376,-73.87100219726561,40.77385330200195
A377,1,960.0,A1377,-73.95172882080078,40.723388671875
A378,1,6200.0,A1378,-73.99134063720702,40.73505401611328
A379,1,4680.0,A1379,-73.9817886352539,40.72425079345703
A380,1,1500.0,A1380,-73.97921752929686,40.750267028808594
A381,1,600.0,A1381,-73.98046875,40.7343864440918
A382,1,590.0,A1382,-73.97906494140625,40.72989654541016
A383,1,3200.0,A1383,-73.98429107666014,40.69562149047852
A384,1,2900.0,A1384,-74.00891876220702,40.713844299316406
A385,1,1500.0,A1385,-73.9823989868164,40.767681121826165
A386,1,10000.0,A1386,-73.97702026367188,40.68359375
A387,1,970.0,A1387,-73.99127197265625,40.74998092651367
A388,1,1870.0,A1388,-73.97032165527342,40.75582885742188
A389,1,3970.0,A1389,-73.99295806884764,40.7480697631836
A390,1,600.0,A1390,-73.98099517822266,40.7295379638672
A391,1,2720.0,A1391,-73.98909759521484,40.73659896850586
A392,1,1900.0,A1392,-73.98717498779298,40.695816040039055
A393,1,1100.0,A1393,-73.99198913574217,40.72647476196289
A394,1,1000.0,A1394,-73.97356414794923,40.760078430175774
A395,1,3600.0,A1395,-73.98716735839844,40.72510528564453
A396,1,5500.0,A1396,-73.99285125732422,40.73578643798828
A397,1,2400.0,A1397,-73.96345520019531,40.77510833740234
A398,1,1000.0,A1398,-74.00747680664062,40.74355316162109
A399,1,4200.0,A1399,-73.96166229248048,40.76032257080078
A400,1,4250.0,A1400,-73.99079132080078,40.73387145996094
A401,1,0.0,A1401,-73.78971099853516,40.64691162109375
A402,1,9200.0,A1402,-73.99205017089844,40.730953216552734
A403,1,3740.0,A1403,-73.96201324462889,40.70977783203125
A404,1,1410.0,A1404,-74.00315856933594,40.727493286132805
A405,1,17700.0,A1405,-73.78189849853516,40.6445198059082
A406,1,1780.0,A1406,-73.97750091552734,40.766632080078125
A407,1,2280.0,A1407,-73.9852294921875,40.75814056396485
A408,1,5300.0,A1408,-73.98801422119139,40.74788284301758
A409,1,1200.0,A1409,-73.98390197753906,40.758209228515625
